Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1691670617,510,,Aggregated,0.500000,0.000000,9400,23000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7628,224,9400.0,55482.19886101529,180.23228499805555,1368030.748469988,285.07695332983747
1691670618,510,,Aggregated,0.300000,0.000000,9400,23000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7630,224,9400.0,55471.97612231909,180.23228499805555,1368030.748469988,285.07929226736564
1691670619,510,,Aggregated,0.400000,0.000000,9400,23000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7632,224,9400.0,55462.179103365,180.23228499805555,1368030.748469988,285.08162997903565
1691670620,510,,Aggregated,0.400000,0.000000,9400,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7635,224,9400.0,55447.887674958045,180.23228499805555,1368030.748469988,285.0851342501637
1691670621,510,,Aggregated,0.600000,0.000000,9400,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7636,224,9400.0,55443.37409395465,180.23228499805555,1368030.748469988,285.0857778941854
1691670622,510,,Aggregated,0.800000,0.000000,9400,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7638,224,9400.0,55434.2718350179,180.23228499805555,1368030.748469988,285.08811207122284
1691670623,510,,Aggregated,1.100000,0.000000,9500,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7640,224,9400.0,55425.45847648556,180.23228499805555,1368030.748469988,285.09044502617803
1691670624,510,,Aggregated,1.200000,0.000000,9500,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7643,224,9500.0,55410.01935919203,180.23228499805555,1368030.748469988,285.0938113306293
1691670625,510,,Aggregated,1.600000,0.000000,9500,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7645,224,9500.0,55401.82575662508,180.23228499805555,1368030.748469988,285.09614126880314
1691670626,510,,Aggregated,1.600000,0.000000,9500,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7645,224,9500.0,55401.82575662508,180.23228499805555,1368030.748469988,285.09614126880314
1691670627,510,,Aggregated,1.900000,0.000000,9500,23000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7647,224,9500.0,55394.297272576274,180.23228499805555,1368030.748469988,285.0984699882307
1691670628,510,,Aggregated,1.900000,0.000000,9500,22000,46000,59000,100000,126000,964000,994000,1226000,1368000,1368000,7649,224,9500.0,55384.20016193733,180.23228499805555,1368030.748469988,285.1004052817362
1691670629,510,,Aggregated,1.700000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7651,224,9500.0,55377.14169944395,180.23228499805555,1368030.748469988,285.10260096719384
1691670630,510,,Aggregated,1.700000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7655,224,9500.0,55362.052047348356,180.23228499805555,1368030.748469988,285.10698889614633
1691670631,510,,Aggregated,1.800000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7658,224,9500.0,55349.670078785275,180.23228499805555,1368030.748469988,285.11034212588146
1691670632,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7659,224,9500.0,55345.2130600783,180.23228499805555,1368030.748469988,285.111502807155
1691670633,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7664,224,9500.0,55324.87429149499,180.23228499805555,1368030.748469988,285.11730167014616
1691670634,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7665,224,9500.0,55318.094104487885,180.23228499805555,1368030.748469988,285.1184605348989
1691670635,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7665,224,9500.0,55318.094104487885,180.23228499805555,1368030.748469988,285.1184605348989
1691670636,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7665,224,9500.0,55318.094104487885,180.23228499805555,1368030.748469988,285.1184605348989
1691670637,510,,Aggregated,2.100000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7669,224,9500.0,55300.46325370956,180.23228499805555,1368030.748469988,285.12283218151
1691670638,510,,Aggregated,2.000000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7671,224,9500.0,55293.184474152986,180.23228499805555,1368030.748469988,285.1250162951375
1691670639,510,,Aggregated,2.200000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7674,224,9500.0,55282.54855954295,180.23228499805555,1368030.748469988,285.1284857961949
1691670640,510,,Aggregated,2.200000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7674,224,9500.0,55282.54855954295,180.23228499805555,1368030.748469988,285.1284857961949
1691670641,510,,Aggregated,2.300000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7677,224,9500.0,55269.01562048568,180.23228499805555,1368030.748469988,285.1319525856454
1691670642,510,,Aggregated,1.900000,0.000000,9500,23000,46000,59000,99000,126000,964000,994000,1226000,1368000,1368000,7680,224,9500.0,55254.604219326386,180.23228499805555,1368030.748469988,285.1354166666667
