time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
80,279b3cf3c92b,acme-acme-1,0.12%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
85,279b3cf3c92b,acme-acme-1,0.47%,129.4MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
90,279b3cf3c92b,acme-acme-1,0.31%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
95,279b3cf3c92b,acme-acme-1,0.30%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
100,279b3cf3c92b,acme-acme-1,0.11%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
105,279b3cf3c92b,acme-acme-1,0.31%,129.5MiB / 15.32GiB,0.83%,356MB / 401MB,33.9MB / 82.1GB,30
110,279b3cf3c92b,acme-acme-1,0.50%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
115,279b3cf3c92b,acme-acme-1,0.08%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
120,279b3cf3c92b,acme-acme-1,0.12%,129.3MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
125,279b3cf3c92b,acme-acme-1,10.28%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
130,279b3cf3c92b,acme-acme-1,0.31%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
135,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
140,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
145,279b3cf3c92b,acme-acme-1,12.72%,130.2MiB / 15.32GiB,0.83%,356MB / 401MB,33.9MB / 82.1GB,42
150,279b3cf3c92b,acme-acme-1,0.32%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
155,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
160,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 401MB,33.9MB / 82.1GB,30
165,279b3cf3c92b,acme-acme-1,0.29%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
170,279b3cf3c92b,acme-acme-1,0.28%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
175,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
180,279b3cf3c92b,acme-acme-1,0.31%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
185,279b3cf3c92b,acme-acme-1,0.31%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
190,279b3cf3c92b,acme-acme-1,0.11%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
195,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
200,279b3cf3c92b,acme-acme-1,0.32%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
205,279b3cf3c92b,acme-acme-1,0.32%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
210,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
215,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
220,279b3cf3c92b,acme-acme-1,0.31%,129.3MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
225,279b3cf3c92b,acme-acme-1,1.21%,129.4MiB / 15.32GiB,0.83%,356MB / 402MB,33.9MB / 82.2GB,30
230,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
235,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,30
240,279b3cf3c92b,acme-acme-1,0.34%,128.7MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,22
245,279b3cf3c92b,acme-acme-1,0.27%,128.7MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,22
250,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,356MB / 402MB,33.9MB / 82.2GB,22
255,279b3cf3c92b,acme-acme-1,12.37%,128.8MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.2GB,23
260,279b3cf3c92b,acme-acme-1,24.63%,129.6MiB / 15.32GiB,0.83%,357MB / 402MB,33.9MB / 82.2GB,36
265,279b3cf3c92b,acme-acme-1,0.12%,128.9MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.2GB,29
270,279b3cf3c92b,acme-acme-1,0.15%,128.9MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,29
275,279b3cf3c92b,acme-acme-1,0.32%,129.1MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,29
280,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
285,279b3cf3c92b,acme-acme-1,6.98%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
290,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
295,279b3cf3c92b,acme-acme-1,0.33%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
300,279b3cf3c92b,acme-acme-1,30.15%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
305,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
310,279b3cf3c92b,acme-acme-1,0.11%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
315,279b3cf3c92b,acme-acme-1,76.53%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
320,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
325,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.3GB,22
330,279b3cf3c92b,acme-acme-1,115.79%,129.4MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,30
335,279b3cf3c92b,acme-acme-1,0.32%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
340,279b3cf3c92b,acme-acme-1,0.11%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
345,279b3cf3c92b,acme-acme-1,112.05%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
350,279b3cf3c92b,acme-acme-1,0.30%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
355,279b3cf3c92b,acme-acme-1,0.32%,128.8MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,30
360,279b3cf3c92b,acme-acme-1,99.26%,130.2MiB / 15.32GiB,0.83%,357MB / 402MB,33.9MB / 82.4GB,49
365,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
370,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
375,279b3cf3c92b,acme-acme-1,77.13%,128.9MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,29
380,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
385,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,22
390,279b3cf3c92b,acme-acme-1,20.43%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.4GB,23
395,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
400,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
405,279b3cf3c92b,acme-acme-1,0.31%,128.7MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
410,279b3cf3c92b,acme-acme-1,0.33%,128.5MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
415,279b3cf3c92b,acme-acme-1,6.92%,128.4MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
420,279b3cf3c92b,acme-acme-1,0.12%,128.4MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,22
425,279b3cf3c92b,acme-acme-1,0.31%,128.8MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,26
430,279b3cf3c92b,acme-acme-1,39.65%,128.7MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,26
435,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,26
440,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,26
445,279b3cf3c92b,acme-acme-1,80.19%,128.7MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.5GB,26
450,279b3cf3c92b,acme-acme-1,0.33%,128.7MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.6GB,26
455,279b3cf3c92b,acme-acme-1,0.11%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.6GB,26
460,279b3cf3c92b,acme-acme-1,116.25%,129MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.6GB,32
465,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,357MB / 402MB,33.9MB / 82.6GB,26
470,279b3cf3c92b,acme-acme-1,0.28%,128.2MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,19
475,279b3cf3c92b,acme-acme-1,115.50%,132.8MiB / 15.32GiB,0.85%,357MB / 403MB,33.9MB / 82.6GB,41
480,279b3cf3c92b,acme-acme-1,0.31%,128.3MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,21
485,279b3cf3c92b,acme-acme-1,0.32%,128.8MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,33
490,279b3cf3c92b,acme-acme-1,72.49%,129.8MiB / 15.32GiB,0.83%,357MB / 403MB,33.9MB / 82.6GB,47
495,279b3cf3c92b,acme-acme-1,0.12%,128.8MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,33
500,279b3cf3c92b,acme-acme-1,1.51%,128.6MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,23
505,279b3cf3c92b,acme-acme-1,25.55%,128.6MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.6GB,25
510,279b3cf3c92b,acme-acme-1,0.12%,128.4MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
515,279b3cf3c92b,acme-acme-1,0.12%,128.4MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
520,279b3cf3c92b,acme-acme-1,3.87%,128.6MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
525,279b3cf3c92b,acme-acme-1,0.31%,128.5MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
530,279b3cf3c92b,acme-acme-1,7.09%,128.4MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
535,279b3cf3c92b,acme-acme-1,0.12%,128.4MiB / 15.32GiB,0.82%,357MB / 403MB,33.9MB / 82.7GB,23
540,279b3cf3c92b,acme-acme-1,0.33%,129MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.7GB,34
545,279b3cf3c92b,acme-acme-1,19.50%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.7GB,24
550,279b3cf3c92b,acme-acme-1,0.10%,128.4MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.7GB,24
555,279b3cf3c92b,acme-acme-1,0.31%,128.7MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,27
560,279b3cf3c92b,acme-acme-1,69.52%,128.6MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,27
565,279b3cf3c92b,acme-acme-1,0.11%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,27
570,279b3cf3c92b,acme-acme-1,1.40%,128.3MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,22
575,279b3cf3c92b,acme-acme-1,117.40%,129.6MiB / 15.32GiB,0.83%,358MB / 403MB,33.9MB / 82.8GB,42
580,279b3cf3c92b,acme-acme-1,0.32%,128.4MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,22
585,279b3cf3c92b,acme-acme-1,0.11%,128.9MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,40
590,279b3cf3c92b,acme-acme-1,116.63%,130.5MiB / 15.32GiB,0.83%,358MB / 403MB,33.9MB / 82.8GB,63
595,279b3cf3c92b,acme-acme-1,0.31%,129.1MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.8GB,40
600,279b3cf3c92b,acme-acme-1,0.31%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,28
605,279b3cf3c92b,acme-acme-1,115.32%,129.5MiB / 15.32GiB,0.83%,358MB / 403MB,33.9MB / 82.9GB,45
610,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,28
615,279b3cf3c92b,acme-acme-1,9.58%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,28
620,279b3cf3c92b,acme-acme-1,62.63%,128.9MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,29
625,279b3cf3c92b,acme-acme-1,0.11%,128.1MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,20
630,279b3cf3c92b,acme-acme-1,84.91%,128.7MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,32
635,279b3cf3c92b,acme-acme-1,14.69%,128.8MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,33
640,279b3cf3c92b,acme-acme-1,0.12%,128.3MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 82.9GB,23
645,279b3cf3c92b,acme-acme-1,112.65%,129.7MiB / 15.32GiB,0.83%,358MB / 403MB,33.9MB / 83GB,50
650,279b3cf3c92b,acme-acme-1,0.32%,128.5MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 83GB,31
655,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,358MB / 403MB,33.9MB / 83GB,31
660,279b3cf3c92b,acme-acme-1,114.76%,129.8MiB / 15.32GiB,0.83%,358MB / 404MB,33.9MB / 83GB,48
665,279b3cf3c92b,acme-acme-1,0.12%,128.2MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83GB,23
670,279b3cf3c92b,acme-acme-1,0.32%,128.2MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83GB,23
675,279b3cf3c92b,acme-acme-1,117.32%,130.6MiB / 15.32GiB,0.83%,358MB / 404MB,33.9MB / 83GB,66
680,279b3cf3c92b,acme-acme-1,0.11%,128.3MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83GB,24
685,279b3cf3c92b,acme-acme-1,0.12%,128.3MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83.1GB,24
690,279b3cf3c92b,acme-acme-1,119.57%,132.4MiB / 15.32GiB,0.84%,358MB / 404MB,33.9MB / 83.1GB,69
695,279b3cf3c92b,acme-acme-1,0.30%,128.3MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83.1GB,24
700,279b3cf3c92b,acme-acme-1,0.12%,128.3MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83.1GB,24
705,279b3cf3c92b,acme-acme-1,117.54%,131.2MiB / 15.32GiB,0.84%,358MB / 404MB,33.9MB / 83.1GB,73
710,279b3cf3c92b,acme-acme-1,0.34%,128.8MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83.1GB,39
715,279b3cf3c92b,acme-acme-1,0.12%,128.4MiB / 15.32GiB,0.82%,358MB / 404MB,33.9MB / 83.1GB,26
720,279b3cf3c92b,acme-acme-1,120.89%,131.3MiB / 15.32GiB,0.84%,359MB / 404MB,33.9MB / 83.1GB,77
725,279b3cf3c92b,acme-acme-1,0.33%,128.4MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,28
730,279b3cf3c92b,acme-acme-1,1.33%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,28
735,279b3cf3c92b,acme-acme-1,119.08%,130.7MiB / 15.32GiB,0.83%,359MB / 404MB,33.9MB / 83.2GB,66
740,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,28
745,279b3cf3c92b,acme-acme-1,0.32%,128.4MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,28
750,279b3cf3c92b,acme-acme-1,73.52%,129.8MiB / 15.32GiB,0.83%,359MB / 404MB,33.9MB / 83.2GB,49
755,279b3cf3c92b,acme-acme-1,0.11%,129MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,43
760,279b3cf3c92b,acme-acme-1,0.11%,129.1MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.2GB,43
765,279b3cf3c92b,acme-acme-1,23.86%,129.5MiB / 15.32GiB,0.83%,359MB / 404MB,33.9MB / 83.2GB,50
770,279b3cf3c92b,acme-acme-1,0.30%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,30
775,279b3cf3c92b,acme-acme-1,4.83%,132.7MiB / 15.32GiB,0.85%,359MB / 404MB,33.9MB / 83.3GB,30
780,279b3cf3c92b,acme-acme-1,0.33%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,30
785,279b3cf3c92b,acme-acme-1,0.31%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,30
790,279b3cf3c92b,acme-acme-1,18.06%,128.1MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,21
795,279b3cf3c92b,acme-acme-1,0.11%,128.1MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,21
800,279b3cf3c92b,acme-acme-1,0.32%,129.3MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,46
805,279b3cf3c92b,acme-acme-1,97.97%,128.7MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,30
810,279b3cf3c92b,acme-acme-1,0.11%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.3GB,30
815,279b3cf3c92b,acme-acme-1,55.71%,130.7MiB / 15.32GiB,0.83%,359MB / 404MB,33.9MB / 83.4GB,30
820,279b3cf3c92b,acme-acme-1,114.53%,129MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.4GB,37
825,279b3cf3c92b,acme-acme-1,0.32%,128.5MiB / 15.32GiB,0.82%,359MB / 404MB,33.9MB / 83.4GB,28
830,279b3cf3c92b,acme-acme-1,110.24%,129.7MiB / 15.32GiB,0.83%,359MB / 405MB,33.9MB / 83.4GB,46
835,279b3cf3c92b,acme-acme-1,118.71%,130.2MiB / 15.32GiB,0.83%,359MB / 405MB,33.9MB / 83.4GB,56
840,279b3cf3c92b,acme-acme-1,0.32%,128.6MiB / 15.32GiB,0.82%,359MB / 405MB,33.9MB / 83.4GB,29
845,279b3cf3c92b,acme-acme-1,112.04%,130.5MiB / 15.32GiB,0.83%,359MB / 405MB,33.9MB / 83.5GB,60
850,279b3cf3c92b,acme-acme-1,119.07%,130.3MiB / 15.32GiB,0.83%,359MB / 405MB,33.9MB / 83.5GB,58
855,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,359MB / 405MB,33.9MB / 83.5GB,29
860,279b3cf3c92b,acme-acme-1,113.18%,135MiB / 15.32GiB,0.86%,359MB / 405MB,33.9MB / 83.5GB,86
865,279b3cf3c92b,acme-acme-1,102.37%,129.6MiB / 15.32GiB,0.83%,359MB / 405MB,33.9MB / 83.5GB,50
870,279b3cf3c92b,acme-acme-1,0.12%,128.5MiB / 15.32GiB,0.82%,359MB / 405MB,33.9MB / 83.5GB,29
875,279b3cf3c92b,acme-acme-1,115.73%,132MiB / 15.32GiB,0.84%,359MB / 405MB,33.9MB / 83.5GB,92
880,279b3cf3c92b,acme-acme-1,49.94%,129.4MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.6GB,41
885,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.6GB,29
890,279b3cf3c92b,acme-acme-1,116.73%,132.1MiB / 15.32GiB,0.84%,360MB / 405MB,33.9MB / 83.6GB,92
895,279b3cf3c92b,acme-acme-1,4.71%,129MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.6GB,33
900,279b3cf3c92b,acme-acme-1,0.32%,128.6MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.6GB,30
905,279b3cf3c92b,acme-acme-1,117.64%,132.2MiB / 15.32GiB,0.84%,360MB / 405MB,33.9MB / 83.6GB,96
910,279b3cf3c92b,acme-acme-1,0.11%,129.2MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.7GB,46
915,279b3cf3c92b,acme-acme-1,0.32%,129.3MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.7GB,46
920,279b3cf3c92b,acme-acme-1,117.72%,133MiB / 15.32GiB,0.85%,360MB / 405MB,33.9MB / 83.7GB,105
925,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.7GB,30
930,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.7GB,30
935,279b3cf3c92b,acme-acme-1,121.18%,132.2MiB / 15.32GiB,0.84%,360MB / 405MB,33.9MB / 83.7GB,94
940,279b3cf3c92b,acme-acme-1,0.12%,129.2MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.7GB,42
945,279b3cf3c92b,acme-acme-1,0.12%,129.3MiB / 15.32GiB,0.82%,360MB / 405MB,33.9MB / 83.8GB,42
950,279b3cf3c92b,acme-acme-1,119.30%,133.4MiB / 15.32GiB,0.85%,360MB / 405MB,33.9MB / 83.8GB,124
955,279b3cf3c92b,acme-acme-1,0.31%,128.9MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.8GB,42
960,279b3cf3c92b,acme-acme-1,0.12%,128.3MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.8GB,28
965,279b3cf3c92b,acme-acme-1,119.58%,132.3MiB / 15.32GiB,0.84%,360MB / 406MB,33.9MB / 83.8GB,104
970,279b3cf3c92b,acme-acme-1,0.32%,128.4MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.8GB,28
975,279b3cf3c92b,acme-acme-1,0.31%,128MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.9GB,21
980,279b3cf3c92b,acme-acme-1,121.37%,138.6MiB / 15.32GiB,0.88%,360MB / 406MB,33.9MB / 83.9GB,78
985,279b3cf3c92b,acme-acme-1,0.10%,129.2MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.9GB,53
990,279b3cf3c92b,acme-acme-1,0.33%,128.5MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.9GB,33
995,279b3cf3c92b,acme-acme-1,76.39%,129.8MiB / 15.32GiB,0.83%,360MB / 406MB,33.9MB / 83.9GB,55
1000,279b3cf3c92b,acme-acme-1,0.10%,128.7MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.9GB,33
