time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
1005,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 83.9GB,33
1010,279b3cf3c92b,acme-acme-1,33.88%,129.6MiB / 15.32GiB,0.83%,360MB / 406MB,33.9MB / 83.9GB,45
1015,279b3cf3c92b,acme-acme-1,7.06%,128.9MiB / 15.32GiB,0.82%,360MB / 406MB,33.9MB / 84GB,33
1020,279b3cf3c92b,acme-acme-1,7.68%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84GB,33
1025,279b3cf3c92b,acme-acme-1,0.30%,128.9MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84GB,33
1030,279b3cf3c92b,acme-acme-1,41.09%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84GB,33
1035,279b3cf3c92b,acme-acme-1,31.24%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,33
1040,279b3cf3c92b,acme-acme-1,0.11%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,33
1045,279b3cf3c92b,acme-acme-1,77.43%,128.8MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,33
1050,279b3cf3c92b,acme-acme-1,36.53%,128.8MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,33
1055,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,33
1060,279b3cf3c92b,acme-acme-1,112.04%,130.2MiB / 15.32GiB,0.83%,361MB / 406MB,33.9MB / 84.1GB,51
1065,279b3cf3c92b,acme-acme-1,55.65%,128.7MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.1GB,29
1070,279b3cf3c92b,acme-acme-1,0.32%,128.6MiB / 15.32GiB,0.82%,361MB / 406MB,33.9MB / 84.2GB,29
1075,279b3cf3c92b,acme-acme-1,110.52%,131.1MiB / 15.32GiB,0.84%,361MB / 406MB,33.9MB / 84.2GB,78
1080,279b3cf3c92b,acme-acme-1,46.23%,129.4MiB / 15.32GiB,0.83%,361MB / 407MB,33.9MB / 84.2GB,50
1085,279b3cf3c92b,acme-acme-1,0.31%,129.4MiB / 15.32GiB,0.82%,361MB / 407MB,33.9MB / 84.2GB,50
1090,279b3cf3c92b,acme-acme-1,119.46%,134.8MiB / 15.32GiB,0.86%,361MB / 407MB,33.9MB / 84.2GB,143
1095,279b3cf3c92b,acme-acme-1,75.25%,130MiB / 15.32GiB,0.83%,361MB / 407MB,33.9MB / 84.3GB,56
1100,279b3cf3c92b,acme-acme-1,0.33%,129.1MiB / 15.32GiB,0.82%,361MB / 407MB,33.9MB / 84.3GB,38
1105,279b3cf3c92b,acme-acme-1,117.49%,135.2MiB / 15.32GiB,0.86%,361MB / 407MB,33.9MB / 84.3GB,154
1110,279b3cf3c92b,acme-acme-1,55.46%,129.5MiB / 15.32GiB,0.83%,361MB / 407MB,33.9MB / 84.3GB,42
1115,279b3cf3c92b,acme-acme-1,0.09%,128.9MiB / 15.32GiB,0.82%,361MB / 407MB,33.9MB / 84.3GB,38
1120,279b3cf3c92b,acme-acme-1,116.27%,135.2MiB / 15.32GiB,0.86%,361MB / 407MB,33.9MB / 84.3GB,152
1125,279b3cf3c92b,acme-acme-1,33.03%,130.1MiB / 15.32GiB,0.83%,361MB / 407MB,33.9MB / 84.4GB,60
1130,279b3cf3c92b,acme-acme-1,0.10%,129.1MiB / 15.32GiB,0.82%,361MB / 407MB,33.9MB / 84.4GB,47
1135,279b3cf3c92b,acme-acme-1,117.19%,135MiB / 15.32GiB,0.86%,361MB / 407MB,33.9MB / 84.4GB,146
1140,279b3cf3c92b,acme-acme-1,7.44%,128.8MiB / 15.32GiB,0.82%,361MB / 407MB,33.9MB / 84.4GB,36
1145,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,362MB / 407MB,33.9MB / 84.4GB,35
1150,279b3cf3c92b,acme-acme-1,118.56%,135.4MiB / 15.32GiB,0.86%,362MB / 407MB,33.9MB / 84.5GB,154
1155,279b3cf3c92b,acme-acme-1,0.12%,129.1MiB / 15.32GiB,0.82%,362MB / 407MB,33.9MB / 84.5GB,47
1160,279b3cf3c92b,acme-acme-1,0.31%,129.2MiB / 15.32GiB,0.82%,362MB / 407MB,33.9MB / 84.5GB,47
1165,279b3cf3c92b,acme-acme-1,120.52%,135.3MiB / 15.32GiB,0.86%,362MB / 407MB,33.9MB / 84.5GB,164
1170,279b3cf3c92b,acme-acme-1,0.12%,128.6MiB / 15.32GiB,0.82%,362MB / 407MB,33.9MB / 84.5GB,33
1175,279b3cf3c92b,acme-acme-1,0.32%,128.7MiB / 15.32GiB,0.82%,362MB / 407MB,33.9MB / 84.6GB,33
1180,279b3cf3c92b,acme-acme-1,120.64%,134.2MiB / 15.32GiB,0.86%,362MB / 407MB,33.9MB / 84.6GB,141
1185,279b3cf3c92b,acme-acme-1,0.12%,128.7MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.6GB,33
1190,279b3cf3c92b,acme-acme-1,0.11%,128.6MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.6GB,33
1195,279b3cf3c92b,acme-acme-1,121.30%,133MiB / 15.32GiB,0.85%,362MB / 408MB,33.9MB / 84.6GB,114
1200,279b3cf3c92b,acme-acme-1,27.17%,129.4MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.7GB,56
1205,279b3cf3c92b,acme-acme-1,0.11%,129.4MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.7GB,56
1210,279b3cf3c92b,acme-acme-1,121.41%,133.3MiB / 15.32GiB,0.85%,362MB / 408MB,33.9MB / 84.7GB,129
1215,279b3cf3c92b,acme-acme-1,66.43%,128.6MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.7GB,34
1220,279b3cf3c92b,acme-acme-1,0.32%,128.1MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.7GB,24
1225,279b3cf3c92b,acme-acme-1,120.15%,143.5MiB / 15.32GiB,0.91%,362MB / 408MB,33.9MB / 84.7GB,80
1230,279b3cf3c92b,acme-acme-1,58.50%,128.5MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.8GB,32
1235,279b3cf3c92b,acme-acme-1,1.32%,128.7MiB / 15.32GiB,0.82%,362MB / 408MB,33.9MB / 84.8GB,32
1240,279b3cf3c92b,acme-acme-1,90.71%,130MiB / 15.32GiB,0.83%,362MB / 408MB,33.9MB / 84.8GB,60
1245,279b3cf3c92b,acme-acme-1,108.51%,131.6MiB / 15.32GiB,0.84%,362MB / 408MB,33.9MB / 84.8GB,81
1250,279b3cf3c92b,acme-acme-1,0.33%,129.5MiB / 15.32GiB,0.83%,362MB / 408MB,33.9MB / 84.8GB,56
1255,279b3cf3c92b,acme-acme-1,37.37%,130.4MiB / 15.32GiB,0.83%,363MB / 408MB,33.9MB / 84.8GB,69
1260,279b3cf3c92b,acme-acme-1,111.50%,131.2MiB / 15.32GiB,0.84%,363MB / 408MB,33.9MB / 84.9GB,73
1265,279b3cf3c92b,acme-acme-1,0.11%,128.3MiB / 15.32GiB,0.82%,363MB / 408MB,33.9MB / 84.9GB,25
1270,279b3cf3c92b,acme-acme-1,0.31%,128.3MiB / 15.32GiB,0.82%,363MB / 408MB,33.9MB / 84.9GB,25
1275,279b3cf3c92b,acme-acme-1,76.89%,130.5MiB / 15.32GiB,0.83%,363MB / 408MB,33.9MB / 84.9GB,79
1280,279b3cf3c92b,acme-acme-1,7.14%,130.5MiB / 15.32GiB,0.83%,363MB / 408MB,33.9MB / 85GB,79
1285,279b3cf3c92b,acme-acme-1,0.11%,130.5MiB / 15.32GiB,0.83%,363MB / 408MB,33.9MB / 85GB,79
1290,279b3cf3c92b,acme-acme-1,114.35%,133.8MiB / 15.32GiB,0.85%,363MB / 409MB,33.9MB / 85GB,123
1295,279b3cf3c92b,acme-acme-1,77.60%,129.2MiB / 15.32GiB,0.82%,363MB / 409MB,33.9MB / 85GB,46
1300,279b3cf3c92b,acme-acme-1,0.12%,129.1MiB / 15.32GiB,0.82%,363MB / 409MB,33.9MB / 85GB,46
1305,279b3cf3c92b,acme-acme-1,118.19%,134MiB / 15.32GiB,0.85%,363MB / 409MB,33.9MB / 85GB,133
1310,279b3cf3c92b,acme-acme-1,85.87%,129.6MiB / 15.32GiB,0.83%,363MB / 409MB,33.9MB / 85.1GB,48
1315,279b3cf3c92b,acme-acme-1,0.32%,129.3MiB / 15.32GiB,0.82%,363MB / 409MB,33.9MB / 85.1GB,48
1320,279b3cf3c92b,acme-acme-1,115.74%,134.2MiB / 15.32GiB,0.86%,363MB / 409MB,33.9MB / 85.1GB,134
1325,279b3cf3c92b,acme-acme-1,116.57%,130.7MiB / 15.32GiB,0.83%,363MB / 409MB,33.9MB / 85.1GB,77
1330,279b3cf3c92b,acme-acme-1,0.31%,129.9MiB / 15.32GiB,0.83%,363MB / 409MB,33.9MB / 85.1GB,61
1335,279b3cf3c92b,acme-acme-1,118.95%,134.4MiB / 15.32GiB,0.86%,363MB / 409MB,33.9MB / 85.2GB,140
1340,279b3cf3c92b,acme-acme-1,94.51%,129.4MiB / 15.32GiB,0.82%,363MB / 409MB,33.9MB / 85.2GB,36
1345,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,363MB / 409MB,33.9MB / 85.2GB,25
1350,279b3cf3c92b,acme-acme-1,116.08%,137.4MiB / 15.32GiB,0.88%,363MB / 409MB,33.9MB / 85.2GB,134
1355,279b3cf3c92b,acme-acme-1,89.34%,130.9MiB / 15.32GiB,0.83%,363MB / 409MB,33.9MB / 85.2GB,87
1360,279b3cf3c92b,acme-acme-1,0.11%,129.8MiB / 15.32GiB,0.83%,363MB / 409MB,33.9MB / 85.3GB,67
1365,279b3cf3c92b,acme-acme-1,118.57%,137.9MiB / 15.32GiB,0.88%,364MB / 409MB,33.9MB / 85.3GB,210
1370,279b3cf3c92b,acme-acme-1,40.75%,129.7MiB / 15.32GiB,0.83%,364MB / 409MB,33.9MB / 85.3GB,51
1375,279b3cf3c92b,acme-acme-1,0.11%,128.5MiB / 15.32GiB,0.82%,364MB / 409MB,33.9MB / 85.3GB,27
1380,279b3cf3c92b,acme-acme-1,120.04%,136.4MiB / 15.32GiB,0.87%,364MB / 409MB,33.9MB / 85.3GB,172
1385,279b3cf3c92b,acme-acme-1,34.34%,130.9MiB / 15.32GiB,0.83%,364MB / 410MB,33.9MB / 85.4GB,84
1390,279b3cf3c92b,acme-acme-1,0.32%,130.8MiB / 15.32GiB,0.83%,364MB / 410MB,33.9MB / 85.4GB,84
1395,279b3cf3c92b,acme-acme-1,121.08%,137.4MiB / 15.32GiB,0.88%,364MB / 410MB,33.9MB / 85.4GB,196
1400,279b3cf3c92b,acme-acme-1,109.20%,131.2MiB / 15.32GiB,0.84%,364MB / 410MB,33.9MB / 85.5GB,70
1405,279b3cf3c92b,acme-acme-1,0.31%,129.4MiB / 15.32GiB,0.83%,364MB / 410MB,33.9MB / 85.5GB,48
1410,279b3cf3c92b,acme-acme-1,120.84%,136.1MiB / 15.32GiB,0.87%,364MB / 410MB,33.9MB / 85.5GB,177
1415,279b3cf3c92b,acme-acme-1,96.19%,129.3MiB / 15.32GiB,0.82%,364MB / 410MB,33.9MB / 85.5GB,43
1420,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,364MB / 410MB,33.9MB / 85.5GB,28
1425,279b3cf3c92b,acme-acme-1,122.15%,134.5MiB / 15.32GiB,0.86%,364MB / 410MB,33.9MB / 85.6GB,140
1430,279b3cf3c92b,acme-acme-1,108.74%,136.1MiB / 15.32GiB,0.87%,364MB / 410MB,33.9MB / 85.6GB,113
1435,279b3cf3c92b,acme-acme-1,0.12%,130.3MiB / 15.32GiB,0.83%,364MB / 410MB,33.9MB / 85.6GB,72
1440,279b3cf3c92b,acme-acme-1,121.72%,135MiB / 15.32GiB,0.86%,364MB / 410MB,33.9MB / 85.6GB,162
1445,279b3cf3c92b,acme-acme-1,110.47%,131.4MiB / 15.32GiB,0.84%,364MB / 410MB,33.9MB / 85.7GB,75
1450,279b3cf3c92b,acme-acme-1,0.11%,129.2MiB / 15.32GiB,0.82%,364MB / 410MB,33.9MB / 85.7GB,42
1455,279b3cf3c92b,acme-acme-1,121.45%,133.3MiB / 15.32GiB,0.85%,365MB / 410MB,33.9MB / 85.7GB,115
1460,279b3cf3c92b,acme-acme-1,109.34%,131.9MiB / 15.32GiB,0.84%,365MB / 410MB,33.9MB / 85.7GB,85
1465,279b3cf3c92b,acme-acme-1,1.37%,128.8MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 85.8GB,31
1470,279b3cf3c92b,acme-acme-1,121.83%,133MiB / 15.32GiB,0.85%,365MB / 411MB,33.9MB / 85.8GB,78
1475,279b3cf3c92b,acme-acme-1,111.37%,133.5MiB / 15.32GiB,0.85%,365MB / 411MB,33.9MB / 85.8GB,114
1480,279b3cf3c92b,acme-acme-1,10.24%,128.9MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 85.8GB,36
1485,279b3cf3c92b,acme-acme-1,85.16%,130.2MiB / 15.32GiB,0.83%,365MB / 411MB,33.9MB / 85.8GB,62
1490,279b3cf3c92b,acme-acme-1,111.87%,133.5MiB / 15.32GiB,0.85%,365MB / 411MB,33.9MB / 85.9GB,112
1495,279b3cf3c92b,acme-acme-1,6.91%,128.5MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 85.9GB,25
1500,279b3cf3c92b,acme-acme-1,37.12%,129.3MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 85.9GB,36
1505,279b3cf3c92b,acme-acme-1,113.30%,133.8MiB / 15.32GiB,0.85%,365MB / 411MB,33.9MB / 86GB,119
1510,279b3cf3c92b,acme-acme-1,25.72%,130MiB / 15.32GiB,0.83%,365MB / 411MB,33.9MB / 86GB,66
1515,279b3cf3c92b,acme-acme-1,0.31%,130.1MiB / 15.32GiB,0.83%,365MB / 411MB,33.9MB / 86GB,66
1520,279b3cf3c92b,acme-acme-1,115.22%,134.6MiB / 15.32GiB,0.86%,365MB / 411MB,33.9MB / 86GB,142
1525,279b3cf3c92b,acme-acme-1,62.75%,129.2MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 86.1GB,42
1530,279b3cf3c92b,acme-acme-1,0.12%,129.1MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 86.1GB,42
1535,279b3cf3c92b,acme-acme-1,116.42%,134.8MiB / 15.32GiB,0.86%,365MB / 411MB,33.9MB / 86.1GB,144
1540,279b3cf3c92b,acme-acme-1,98.65%,129.4MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 86.1GB,45
1545,279b3cf3c92b,acme-acme-1,0.11%,129.3MiB / 15.32GiB,0.82%,365MB / 411MB,33.9MB / 86.1GB,45
1550,279b3cf3c92b,acme-acme-1,120.01%,136.1MiB / 15.32GiB,0.87%,366MB / 411MB,33.9MB / 86.2GB,172
1555,279b3cf3c92b,acme-acme-1,114.73%,130.2MiB / 15.32GiB,0.83%,366MB / 412MB,33.9MB / 86.2GB,61
1560,279b3cf3c92b,acme-acme-1,0.33%,129.3MiB / 15.32GiB,0.82%,366MB / 412MB,33.9MB / 86.2GB,45
1565,279b3cf3c92b,acme-acme-1,111.55%,133.6MiB / 15.32GiB,0.85%,366MB / 412MB,33.9MB / 86.2GB,120
1570,279b3cf3c92b,acme-acme-1,118.50%,131.2MiB / 15.32GiB,0.84%,366MB / 412MB,33.9MB / 86.3GB,72
1575,279b3cf3c92b,acme-acme-1,0.31%,129MiB / 15.32GiB,0.82%,366MB / 412MB,33.9MB / 86.3GB,37
1580,279b3cf3c92b,acme-acme-1,116.33%,135.6MiB / 15.32GiB,0.86%,366MB / 412MB,33.9MB / 86.3GB,158
1585,279b3cf3c92b,acme-acme-1,119.29%,130.8MiB / 15.32GiB,0.83%,366MB / 412MB,33.9MB / 86.3GB,71
1590,279b3cf3c92b,acme-acme-1,0.31%,129MiB / 15.32GiB,0.82%,366MB / 412MB,33.9MB / 86.4GB,40
1595,279b3cf3c92b,acme-acme-1,117.29%,136.6MiB / 15.32GiB,0.87%,366MB / 412MB,33.9MB / 86.4GB,175
1600,279b3cf3c92b,acme-acme-1,103.12%,130.9MiB / 15.32GiB,0.83%,366MB / 412MB,33.9MB / 86.4GB,72
1605,279b3cf3c92b,acme-acme-1,0.12%,129MiB / 15.32GiB,0.82%,366MB / 412MB,33.9MB / 86.4GB,41
1610,279b3cf3c92b,acme-acme-1,118.72%,135.7MiB / 15.32GiB,0.87%,366MB / 412MB,33.9MB / 86.4GB,161
1615,279b3cf3c92b,acme-acme-1,49.28%,131.2MiB / 15.32GiB,0.84%,366MB / 412MB,33.9MB / 86.5GB,87
1620,279b3cf3c92b,acme-acme-1,0.11%,130.4MiB / 15.32GiB,0.83%,366MB / 412MB,33.9MB / 86.5GB,73
1625,279b3cf3c92b,acme-acme-1,118.47%,138MiB / 15.32GiB,0.88%,366MB / 412MB,33.9MB / 86.5GB,209
1630,279b3cf3c92b,acme-acme-1,14.50%,129.6MiB / 15.32GiB,0.83%,366MB / 412MB,33.9MB / 86.5GB,47
1635,279b3cf3c92b,acme-acme-1,0.32%,128.5MiB / 15.32GiB,0.82%,366MB / 413MB,33.9MB / 86.6GB,28
1640,279b3cf3c92b,acme-acme-1,122.14%,136.5MiB / 15.32GiB,0.87%,367MB / 413MB,33.9MB / 86.6GB,183
1645,279b3cf3c92b,acme-acme-1,110.74%,132.9MiB / 15.32GiB,0.85%,367MB / 413MB,33.9MB / 86.6GB,96
1650,279b3cf3c92b,acme-acme-1,0.32%,129.4MiB / 15.32GiB,0.82%,367MB / 413MB,33.9MB / 86.6GB,44
1655,279b3cf3c92b,acme-acme-1,121.52%,135.5MiB / 15.32GiB,0.86%,367MB / 413MB,33.9MB / 86.7GB,167
1660,279b3cf3c92b,acme-acme-1,0.10%,129.2MiB / 15.32GiB,0.82%,367MB / 413MB,33.9MB / 86.7GB,44
1665,279b3cf3c92b,acme-acme-1,29.72%,128.7MiB / 15.32GiB,0.82%,367MB / 413MB,33.9MB / 86.7GB,28
1670,279b3cf3c92b,acme-acme-1,121.93%,134.5MiB / 15.32GiB,0.86%,367MB / 413MB,33.9MB / 86.7GB,142
1675,279b3cf3c92b,acme-acme-1,30.20%,131.7MiB / 15.32GiB,0.84%,367MB / 413MB,33.9MB / 86.8GB,64
1680,279b3cf3c92b,acme-acme-1,92.39%,129.9MiB / 15.32GiB,0.83%,367MB / 413MB,33.9MB / 86.8GB,64
1685,279b3cf3c92b,acme-acme-1,120.53%,133.4MiB / 15.32GiB,0.85%,367MB / 413MB,33.9MB / 86.8GB,126
1690,279b3cf3c92b,acme-acme-1,90.94%,128.8MiB / 15.32GiB,0.82%,367MB / 413MB,33.9MB / 86.9GB,39
1695,279b3cf3c92b,acme-acme-1,109.34%,130MiB / 15.32GiB,0.83%,367MB / 413MB,33.9MB / 86.9GB,55
1700,279b3cf3c92b,acme-acme-1,121.13%,132.9MiB / 15.32GiB,0.85%,367MB / 413MB,33.9MB / 86.9GB,112
1705,279b3cf3c92b,acme-acme-1,102.21%,129.9MiB / 15.32GiB,0.83%,367MB / 414MB,33.9MB / 86.9GB,70
1710,279b3cf3c92b,acme-acme-1,110.75%,130.2MiB / 15.32GiB,0.83%,367MB / 414MB,33.9MB / 87GB,58
1715,279b3cf3c92b,acme-acme-1,119.68%,133.4MiB / 15.32GiB,0.85%,367MB / 414MB,33.9MB / 87GB,92
1720,279b3cf3c92b,acme-acme-1,109.04%,132.2MiB / 15.32GiB,0.84%,367MB / 414MB,33.9MB / 87GB,91
1725,279b3cf3c92b,acme-acme-1,115.59%,131.7MiB / 15.32GiB,0.84%,368MB / 414MB,33.9MB / 87GB,88
1730,279b3cf3c92b,acme-acme-1,83.14%,130.3MiB / 15.32GiB,0.83%,368MB / 414MB,33.9MB / 87.1GB,64
1735,279b3cf3c92b,acme-acme-1,112.44%,132.7MiB / 15.32GiB,0.85%,368MB / 414MB,33.9MB / 87.1GB,103
1740,279b3cf3c92b,acme-acme-1,117.94%,132.4MiB / 15.32GiB,0.84%,368MB / 414MB,33.9MB / 87.1GB,99
1745,279b3cf3c92b,acme-acme-1,39.36%,129.8MiB / 15.32GiB,0.83%,368MB / 414MB,33.9MB / 87.1GB,47
1750,279b3cf3c92b,acme-acme-1,111.61%,133.6MiB / 15.32GiB,0.85%,368MB / 414MB,33.9MB / 87.2GB,117
1755,279b3cf3c92b,acme-acme-1,114.50%,132.5MiB / 15.32GiB,0.84%,368MB / 414MB,33.9MB / 87.2GB,77
1760,279b3cf3c92b,acme-acme-1,0.31%,128.8MiB / 15.32GiB,0.82%,368MB / 414MB,33.9MB / 87.2GB,36
1765,279b3cf3c92b,acme-acme-1,112.56%,133.1MiB / 15.32GiB,0.85%,368MB / 414MB,33.9MB / 87.3GB,113
1770,279b3cf3c92b,acme-acme-1,116.21%,132.5MiB / 15.32GiB,0.84%,368MB / 414MB,33.9MB / 87.3GB,104
1775,279b3cf3c92b,acme-acme-1,0.11%,128.4MiB / 15.32GiB,0.82%,368MB / 414MB,33.9MB / 87.3GB,35
1780,279b3cf3c92b,acme-acme-1,114.49%,134MiB / 15.32GiB,0.85%,368MB / 414MB,33.9MB / 87.3GB,131
1785,279b3cf3c92b,acme-acme-1,118.12%,132.7MiB / 15.32GiB,0.85%,368MB / 415MB,33.9MB / 87.4GB,103
1790,279b3cf3c92b,acme-acme-1,0.11%,129.1MiB / 15.32GiB,0.82%,368MB / 415MB,33.9MB / 87.4GB,47
1795,279b3cf3c92b,acme-acme-1,116.99%,140MiB / 15.32GiB,0.89%,368MB / 415MB,33.9MB / 87.4GB,142
1800,279b3cf3c92b,acme-acme-1,121.10%,132.7MiB / 15.32GiB,0.85%,369MB / 415MB,33.9MB / 87.4GB,112
1805,279b3cf3c92b,acme-acme-1,0.30%,128.6MiB / 15.32GiB,0.82%,369MB / 415MB,33.9MB / 87.5GB,33
1810,279b3cf3c92b,acme-acme-1,118.66%,134.5MiB / 15.32GiB,0.86%,369MB / 415MB,33.9MB / 87.5GB,145
1815,279b3cf3c92b,acme-acme-1,120.38%,133.2MiB / 15.32GiB,0.85%,369MB / 415MB,33.9MB / 87.5GB,125
1820,279b3cf3c92b,acme-acme-1,0.31%,128.6MiB / 15.32GiB,0.82%,369MB / 415MB,33.9MB / 87.6GB,35
1825,279b3cf3c92b,acme-acme-1,119.69%,135MiB / 15.32GiB,0.86%,369MB / 415MB,33.9MB / 87.6GB,157
1830,279b3cf3c92b,acme-acme-1,120.28%,136.4MiB / 15.32GiB,0.87%,369MB / 415MB,33.9MB / 87.6GB,85
1835,279b3cf3c92b,acme-acme-1,0.32%,128.7MiB / 15.32GiB,0.82%,369MB / 415MB,33.9MB / 87.6GB,37
1840,279b3cf3c92b,acme-acme-1,119.17%,135.4MiB / 15.32GiB,0.86%,369MB / 415MB,33.9MB / 87.7GB,159
1845,279b3cf3c92b,acme-acme-1,108.63%,130.6MiB / 15.32GiB,0.83%,369MB / 415MB,33.9MB / 87.7GB,74
1850,279b3cf3c92b,acme-acme-1,7.05%,128.7MiB / 15.32GiB,0.82%,369MB / 415MB,33.9MB / 87.7GB,37
1855,279b3cf3c92b,acme-acme-1,116.88%,134.8MiB / 15.32GiB,0.86%,369MB / 416MB,33.9MB / 87.7GB,143
1860,279b3cf3c92b,acme-acme-1,54.80%,130.3MiB / 15.32GiB,0.83%,369MB / 416MB,33.9MB / 87.8GB,75
1865,279b3cf3c92b,acme-acme-1,3.80%,129.6MiB / 15.32GiB,0.83%,369MB / 416MB,33.9MB / 87.8GB,60
1870,279b3cf3c92b,acme-acme-1,116.64%,135.2MiB / 15.32GiB,0.86%,369MB / 416MB,33.9MB / 87.8GB,156
1875,279b3cf3c92b,acme-acme-1,12.72%,128.9MiB / 15.32GiB,0.82%,369MB / 416MB,33.9MB / 87.9GB,43
1880,279b3cf3c92b,acme-acme-1,0.33%,128.6MiB / 15.32GiB,0.82%,369MB / 416MB,33.9MB / 87.9GB,37
1885,279b3cf3c92b,acme-acme-1,119.34%,134.2MiB / 15.32GiB,0.86%,370MB / 416MB,33.9MB / 87.9GB,143
1890,279b3cf3c92b,acme-acme-1,4.63%,130.2MiB / 15.32GiB,0.83%,370MB / 416MB,33.9MB / 87.9GB,82
1895,279b3cf3c92b,acme-acme-1,23.08%,129.3MiB / 15.32GiB,0.82%,370MB / 416MB,33.9MB / 88GB,47
1900,279b3cf3c92b,acme-acme-1,116.88%,134.9MiB / 15.32GiB,0.86%,370MB / 416MB,33.9MB / 88GB,151
1905,279b3cf3c92b,acme-acme-1,0.12%,129.5MiB / 15.32GiB,0.83%,370MB / 416MB,33.9MB / 88GB,60
1910,279b3cf3c92b,acme-acme-1,52.02%,129MiB / 15.32GiB,0.82%,370MB / 416MB,33.9MB / 88GB,37
1915,279b3cf3c92b,acme-acme-1,120.63%,134.4MiB / 15.32GiB,0.86%,370MB / 416MB,33.9MB / 88.1GB,147
1920,279b3cf3c92b,acme-acme-1,112.02%,136.9MiB / 15.32GiB,0.87%,370MB / 416MB,33.9MB / 88.1GB,118
1925,279b3cf3c92b,acme-acme-1,109.56%,131.6MiB / 15.32GiB,0.84%,370MB / 417MB,33.9MB / 88.1GB,67
1930,279b3cf3c92b,acme-acme-1,121.44%,132.7MiB / 15.32GiB,0.85%,370MB / 417MB,33.9MB / 88.1GB,108
1935,279b3cf3c92b,acme-acme-1,108.20%,133.4MiB / 15.32GiB,0.85%,370MB / 417MB,33.9MB / 88.2GB,123
1940,279b3cf3c92b,acme-acme-1,114.24%,134.5MiB / 15.32GiB,0.86%,370MB / 417MB,33.9MB / 88.2GB,154
1945,279b3cf3c92b,acme-acme-1,120.19%,133.1MiB / 15.32GiB,0.85%,370MB / 417MB,33.9MB / 88.2GB,118
1950,279b3cf3c92b,acme-acme-1,32.42%,128.9MiB / 15.32GiB,0.82%,370MB / 417MB,33.9MB / 88.3GB,47
1955,279b3cf3c92b,acme-acme-1,117.97%,136MiB / 15.32GiB,0.87%,371MB / 417MB,33.9MB / 88.3GB,139
1960,279b3cf3c92b,acme-acme-1,121.54%,131MiB / 15.32GiB,0.84%,371MB / 417MB,33.9MB / 88.3GB,83
1965,279b3cf3c92b,acme-acme-1,110.14%,132.2MiB / 15.32GiB,0.84%,371MB / 417MB,33.9MB / 88.4GB,101
1970,279b3cf3c92b,acme-acme-1,117.65%,134.2MiB / 15.32GiB,0.86%,371MB / 417MB,33.9MB / 88.4GB,143
1975,279b3cf3c92b,acme-acme-1,80.39%,129.8MiB / 15.32GiB,0.83%,371MB / 417MB,33.9MB / 88.4GB,56
1980,279b3cf3c92b,acme-acme-1,111.97%,132.5MiB / 15.32GiB,0.84%,371MB / 417MB,33.9MB / 88.5GB,101
1985,279b3cf3c92b,acme-acme-1,117.07%,134.3MiB / 15.32GiB,0.86%,371MB / 417MB,33.9MB / 88.5GB,140
1990,279b3cf3c92b,acme-acme-1,27.01%,129.3MiB / 15.32GiB,0.82%,371MB / 418MB,33.9MB / 88.5GB,49
1995,279b3cf3c92b,acme-acme-1,114.88%,133.8MiB / 15.32GiB,0.85%,371MB / 418MB,33.9MB / 88.6GB,122
2000,279b3cf3c92b,acme-acme-1,115.52%,137.3MiB / 15.32GiB,0.88%,371MB / 418MB,33.9MB / 88.6GB,144
