Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/~/in-cse/in-name/AE-AC/AC-KH00-00/Data,14,5,612000.0,599358.218994135,57055.3054039774,1112869.1978499992,258.2857142857143,0.0019444569284047027,0.0006944489030016796,614000,729000,835000,996000,1026000,1113000,1113000,1113000,1113000,1113000,1113000
POST,/~/in-cse/in-name/AE-AC/AC-KH01-00/Data,6,0,644000.0,795243.2078576772,173105.4578150215,1234503.4818389977,390.6666666666667,0.0008333386836020155,0.0,1119000,1119000,1206000,1206000,1235000,1235000,1235000,1235000,1235000,1235000,1235000
POST,/~/in-cse/in-name/AE-AC/AC-KH02-00/Data,9,1,728000.0,588626.6204008847,7798.820894997334,1244659.3428239867,349.8888888888889,0.0012500080254030232,0.00013888978060033592,728000,781000,1075000,1083000,1245000,1245000,1245000,1245000,1245000,1245000,1245000
POST,/~/in-cse/in-name/AE-AC/AC-KH03-00/Data,20,7,618000.0,573038.5732655006,51865.25611698744,1234086.9935469818,261.3,0.0027777956120067183,0.0009722284642023514,640000,711000,1024000,1026000,1086000,1234000,1234000,1234000,1234000,1234000,1234000
POST,/~/in-cse/in-name/AE-AC/AC-KH04-00/Data,12,0,334000.0,536760.4529135836,88495.7247810089,1238559.012045007,390.5,0.001666677367204031,0.0,379000,411000,1229000,1229000,1229000,1239000,1239000,1239000,1239000,1239000,1239000
POST,/~/in-cse/in-name/AE-AC/AC-KH05-00/Data,15,5,983000.0,822333.5591816693,95665.580683999,1306097.8853949928,267.4,0.0020833467090050385,0.0006944489030016796,983000,996000,1168000,1247000,1251000,1306000,1306000,1306000,1306000,1306000,1306000
POST,/~/in-cse/in-name/AE-AC/AC-KH06-00/Data,12,1,887000.0,768509.3922971622,44505.08002200513,1304265.0835419772,360.0,0.001666677367204031,0.00013888978060033592,935000,1017000,1180000,1180000,1200000,1304000,1304000,1304000,1304000,1304000,1304000
POST,/~/in-cse/in-name/AE-AC/AC-KH07-00/Data,19,3,376000.0,517060.0143600023,8898.046846006764,1239994.066832005,332.57894736842104,0.0026389058314063825,0.00041666934180100774,376000,409000,961000,962000,1176000,1240000,1240000,1240000,1240000,1240000,1240000
POST,/~/in-cse/in-name/AE-AC/AC-KH08-00/Data,20,2,856000.0,669496.6209434497,19133.90245399205,1250532.4436800147,353.6,0.0027777956120067183,0.00027777956120067184,943000,1100000,1185000,1193000,1250000,1251000,1251000,1251000,1251000,1251000,1251000
POST,/~/in-cse/in-name/AE-AC/AC-KH09-00/Data,16,0,471000.0,572859.3671216896,26161.693434987683,1310941.647426982,391.0,0.0022222364896053747,0.0,513000,519000,537000,537000,1290000,1311000,1311000,1311000,1311000,1311000,1311000
POST,/~/in-cse/in-name/AE-AC/AC-KH10-00/Data,19,0,254000.0,250805.41308773955,11167.98364900751,574128.2039250073,390.4736842105263,0.0026389058314063825,0.0,254000,310000,345000,393000,542000,574000,574000,574000,574000,574000,574000
POST,/~/in-cse/in-name/AE-AC/AC-KH100-00/Data,21,0,329000.0,355823.71784876223,162512.15541298734,689057.113701012,390.8095238095238,0.002916685392607054,0.0,329000,424000,438000,470000,597000,636000,689000,689000,689000,689000,689000
POST,/~/in-cse/in-name/AE-AC/AC-KH101-00/Data,10,0,289000.0,424410.2567596012,19420.409059006488,1209958.9877690014,390.2,0.0013888978060033592,0.0,346000,351000,405000,1205000,1210000,1210000,1210000,1210000,1210000,1210000,1210000
POST,/~/in-cse/in-name/AE-AC/AC-KH102-00/Data,15,0,438000.0,405104.00094767683,123863.23291700683,677120.7009619975,390.8666666666667,0.0020833467090050385,0.0,438000,455000,477000,539000,646000,677000,677000,677000,677000,677000,677000
POST,/~/in-cse/in-name/AE-AC/AC-KH103-00/Data,20,0,255000.0,260173.91567774612,19298.36034300388,671559.0393450111,390.7,0.0027777956120067183,0.0,281000,350000,422000,435000,538000,672000,672000,672000,672000,672000,672000
POST,/~/in-cse/in-name/AE-AC/AC-KH104-00/Data,15,0,394000.0,404242.54309580626,57960.528079012875,690363.0697180051,390.73333333333335,0.0020833467090050385,0.0,394000,484000,516000,642000,682000,690000,690000,690000,690000,690000,690000
POST,/~/in-cse/in-name/AE-AC/AC-KH105-00/Data,12,0,320000.0,346121.6158363362,19921.613823011285,634711.8525429978,390.6666666666667,0.001666677367204031,0.0,388000,473000,547000,547000,616000,635000,635000,635000,635000,635000,635000
POST,/~/in-cse/in-name/AE-AC/AC-KH106-00/Data,18,0,251000.0,295307.1184208351,20604.16249500122,685181.921957992,390.8888888888889,0.0025000160508060463,0.0,311000,371000,418000,431000,627000,685000,685000,685000,685000,685000,685000
POST,/~/in-cse/in-name/AE-AC/AC-KH107-00/Data,12,0,424000.0,396428.36425925157,10242.069984000409,674045.6719700014,390.8333333333333,0.001666677367204031,0.0,432000,503000,671000,671000,673000,674000,674000,674000,674000,674000,674000
POST,/~/in-cse/in-name/AE-AC/AC-KH108-00/Data,12,0,155000.0,184807.56526333428,46473.7606330018,455385.8703929873,390.8333333333333,0.001666677367204031,0.0,158000,162000,268000,268000,331000,455000,455000,455000,455000,455000,455000
POST,/~/in-cse/in-name/AE-AC/AC-KH109-00/Data,12,0,301000.0,311559.93210866774,17648.392475006403,603424.7575380141,390.8333333333333,0.001666677367204031,0.0,376000,385000,521000,521000,588000,603000,603000,603000,603000,603000,603000
POST,/~/in-cse/in-name/AE-AC/AC-KH11-00/Data,18,0,281000.0,310459.737400057,14938.776438008063,675297.318005003,390.77777777777777,0.0025000160508060463,0.0,349000,374000,535000,581000,671000,675000,675000,675000,675000,675000,675000
POST,/~/in-cse/in-name/AE-AC/AC-KH110-00/Data,11,0,294000.0,370739.8134534517,24677.662446978502,670979.2724619911,390.45454545454544,0.001527787586603695,0.0,294000,578000,599000,599000,642000,671000,671000,671000,671000,671000,671000
POST,/~/in-cse/in-name/AE-AC/AC-KH111-00/Data,14,0,294000.0,327179.56031700305,49576.90479600569,707095.6824019959,390.7142857142857,0.0019444569284047027,0.0,385000,425000,441000,521000,614000,707000,707000,707000,707000,707000,707000
