time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
100,279b3cf3c92b,acme-acme-1,6.60%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,19
105,279b3cf3c92b,acme-acme-1,17.06%,130.2MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
110,279b3cf3c92b,acme-acme-1,9.26%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
115,279b3cf3c92b,acme-acme-1,16.77%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
120,279b3cf3c92b,acme-acme-1,14.31%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
125,279b3cf3c92b,acme-acme-1,3.83%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
130,279b3cf3c92b,acme-acme-1,3.55%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
135,279b3cf3c92b,acme-acme-1,16.58%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
140,279b3cf3c92b,acme-acme-1,10.31%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
145,279b3cf3c92b,acme-acme-1,14.04%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
150,279b3cf3c92b,acme-acme-1,13.08%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,21
155,279b3cf3c92b,acme-acme-1,13.57%,130.2MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 114GB,19
160,279b3cf3c92b,acme-acme-1,26.47%,139.5MiB / 15.32GiB,0.89%,434MB / 486MB,33.9MB / 115GB,19
165,279b3cf3c92b,acme-acme-1,18.26%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,20
170,279b3cf3c92b,acme-acme-1,12.48%,129.9MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,19
175,279b3cf3c92b,acme-acme-1,17.37%,129.9MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,19
180,279b3cf3c92b,acme-acme-1,7.01%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,20
185,279b3cf3c92b,acme-acme-1,13.30%,130.3MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,21
190,279b3cf3c92b,acme-acme-1,19.74%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,19
195,279b3cf3c92b,acme-acme-1,16.06%,129.9MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,19
200,279b3cf3c92b,acme-acme-1,12.33%,130.1MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,21
205,279b3cf3c92b,acme-acme-1,13.69%,130.8MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,19
210,279b3cf3c92b,acme-acme-1,21.04%,130MiB / 15.32GiB,0.83%,434MB / 486MB,33.9MB / 115GB,21
215,279b3cf3c92b,acme-acme-1,36.61%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,18
220,279b3cf3c92b,acme-acme-1,3.51%,129.8MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,18
225,279b3cf3c92b,acme-acme-1,11.56%,130MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,20
230,279b3cf3c92b,acme-acme-1,20.41%,129.8MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,20
235,279b3cf3c92b,acme-acme-1,24.73%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,21
240,279b3cf3c92b,acme-acme-1,15.64%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,21
245,279b3cf3c92b,acme-acme-1,25.69%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,21
250,279b3cf3c92b,acme-acme-1,7.91%,130.1MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,21
255,279b3cf3c92b,acme-acme-1,15.27%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,21
260,279b3cf3c92b,acme-acme-1,10.84%,129.7MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,17
265,279b3cf3c92b,acme-acme-1,33.09%,129.8MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,18
270,279b3cf3c92b,acme-acme-1,19.90%,129.8MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,19
275,279b3cf3c92b,acme-acme-1,18.38%,129.9MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,19
280,279b3cf3c92b,acme-acme-1,31.39%,129.7MiB / 15.32GiB,0.83%,434MB / 487MB,33.9MB / 115GB,18
285,279b3cf3c92b,acme-acme-1,32.07%,129.7MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,19
290,279b3cf3c92b,acme-acme-1,24.58%,130MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,20
295,279b3cf3c92b,acme-acme-1,23.72%,129.9MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,19
300,279b3cf3c92b,acme-acme-1,14.08%,130MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,20
305,279b3cf3c92b,acme-acme-1,20.38%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,20
310,279b3cf3c92b,acme-acme-1,17.67%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 115GB,20
315,279b3cf3c92b,acme-acme-1,13.71%,129.9MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
320,279b3cf3c92b,acme-acme-1,15.67%,129.9MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
325,279b3cf3c92b,acme-acme-1,33.43%,130MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,23
330,279b3cf3c92b,acme-acme-1,16.75%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
335,279b3cf3c92b,acme-acme-1,27.62%,129.9MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
340,279b3cf3c92b,acme-acme-1,9.12%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
345,279b3cf3c92b,acme-acme-1,26.25%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
350,279b3cf3c92b,acme-acme-1,36.12%,130.2MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
355,279b3cf3c92b,acme-acme-1,15.04%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
360,279b3cf3c92b,acme-acme-1,32.40%,130.1MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
365,279b3cf3c92b,acme-acme-1,52.65%,130MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
370,279b3cf3c92b,acme-acme-1,14.13%,129.7MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
375,279b3cf3c92b,acme-acme-1,22.14%,130MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
380,279b3cf3c92b,acme-acme-1,25.84%,129.8MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,20
385,279b3cf3c92b,acme-acme-1,20.77%,129.7MiB / 15.32GiB,0.83%,435MB / 487MB,33.9MB / 116GB,18
390,279b3cf3c92b,acme-acme-1,27.21%,129.6MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,18
395,279b3cf3c92b,acme-acme-1,36.94%,129.6MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,18
400,279b3cf3c92b,acme-acme-1,27.31%,129.9MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,18
405,279b3cf3c92b,acme-acme-1,19.37%,129.7MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,20
410,279b3cf3c92b,acme-acme-1,10.97%,130MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,25
415,279b3cf3c92b,acme-acme-1,22.02%,129.9MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,20
420,279b3cf3c92b,acme-acme-1,26.11%,129.9MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,21
425,279b3cf3c92b,acme-acme-1,37.35%,129.8MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,21
430,279b3cf3c92b,acme-acme-1,14.23%,129.9MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,21
435,279b3cf3c92b,acme-acme-1,32.79%,129.9MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,21
440,279b3cf3c92b,acme-acme-1,45.84%,129.6MiB / 15.32GiB,0.83%,435MB / 488MB,33.9MB / 116GB,17
445,279b3cf3c92b,acme-acme-1,29.59%,129.9MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 116GB,19
450,279b3cf3c92b,acme-acme-1,16.71%,129.6MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 116GB,19
455,279b3cf3c92b,acme-acme-1,26.51%,129.7MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 116GB,19
460,279b3cf3c92b,acme-acme-1,41.53%,130MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,21
465,279b3cf3c92b,acme-acme-1,26.38%,130MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
470,279b3cf3c92b,acme-acme-1,23.00%,129.6MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,18
475,279b3cf3c92b,acme-acme-1,39.64%,129.8MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
480,279b3cf3c92b,acme-acme-1,26.26%,129.8MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
485,279b3cf3c92b,acme-acme-1,21.48%,129.7MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
490,279b3cf3c92b,acme-acme-1,27.16%,129.8MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,18
495,279b3cf3c92b,acme-acme-1,32.59%,129.8MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,19
500,279b3cf3c92b,acme-acme-1,49.17%,129.8MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
505,279b3cf3c92b,acme-acme-1,65.79%,130MiB / 15.32GiB,0.83%,436MB / 488MB,33.9MB / 117GB,20
510,279b3cf3c92b,acme-acme-1,26.01%,129.8MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,21
515,279b3cf3c92b,acme-acme-1,32.17%,129.7MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,20
520,279b3cf3c92b,acme-acme-1,20.26%,129.7MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,20
525,279b3cf3c92b,acme-acme-1,35.91%,129.7MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,19
530,279b3cf3c92b,acme-acme-1,50.22%,129.7MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,19
535,279b3cf3c92b,acme-acme-1,36.01%,129.8MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,19
540,279b3cf3c92b,acme-acme-1,24.86%,129.8MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,19
545,279b3cf3c92b,acme-acme-1,22.01%,130MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,19
550,279b3cf3c92b,acme-acme-1,30.81%,129.9MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,20
555,279b3cf3c92b,acme-acme-1,38.26%,129.8MiB / 15.32GiB,0.83%,436MB / 489MB,33.9MB / 117GB,20
560,279b3cf3c92b,acme-acme-1,42.71%,129.8MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,21
565,279b3cf3c92b,acme-acme-1,21.10%,129.7MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,21
570,279b3cf3c92b,acme-acme-1,15.64%,129.7MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,20
575,279b3cf3c92b,acme-acme-1,27.50%,129.9MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,20
580,279b3cf3c92b,acme-acme-1,27.02%,129.8MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,18
585,279b3cf3c92b,acme-acme-1,24.72%,129.8MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,20
590,279b3cf3c92b,acme-acme-1,45.74%,129.9MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,18
595,279b3cf3c92b,acme-acme-1,33.50%,129.8MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 117GB,21
600,279b3cf3c92b,acme-acme-1,29.51%,129.7MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 118GB,20
605,279b3cf3c92b,acme-acme-1,42.01%,129.6MiB / 15.32GiB,0.83%,437MB / 489MB,33.9MB / 118GB,20
610,279b3cf3c92b,acme-acme-1,22.16%,129.7MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,20
615,279b3cf3c92b,acme-acme-1,33.71%,129.8MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,20
620,279b3cf3c92b,acme-acme-1,23.92%,129.6MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,20
625,279b3cf3c92b,acme-acme-1,22.29%,129.9MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,21
630,279b3cf3c92b,acme-acme-1,30.63%,129.6MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,18
635,279b3cf3c92b,acme-acme-1,21.28%,129.7MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,20
640,279b3cf3c92b,acme-acme-1,47.98%,130MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,24
645,279b3cf3c92b,acme-acme-1,44.16%,130MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,21
650,279b3cf3c92b,acme-acme-1,24.15%,129.9MiB / 15.32GiB,0.83%,437MB / 490MB,33.9MB / 118GB,20
655,279b3cf3c92b,acme-acme-1,42.18%,133MiB / 15.32GiB,0.85%,438MB / 490MB,33.9MB / 118GB,24
660,279b3cf3c92b,acme-acme-1,36.40%,129.8MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,20
665,279b3cf3c92b,acme-acme-1,28.50%,129.7MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,20
670,279b3cf3c92b,acme-acme-1,50.90%,129.9MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,21
675,279b3cf3c92b,acme-acme-1,37.84%,129.6MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,19
680,279b3cf3c92b,acme-acme-1,55.74%,129.8MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,21
685,279b3cf3c92b,acme-acme-1,28.32%,129.8MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,21
690,279b3cf3c92b,acme-acme-1,41.07%,129.8MiB / 15.32GiB,0.83%,438MB / 490MB,33.9MB / 118GB,22
695,279b3cf3c92b,acme-acme-1,34.54%,129.6MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,22
700,279b3cf3c92b,acme-acme-1,26.34%,129.6MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,17
705,279b3cf3c92b,acme-acme-1,44.71%,129.7MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,19
710,279b3cf3c92b,acme-acme-1,35.30%,139.2MiB / 15.32GiB,0.89%,438MB / 491MB,33.9MB / 118GB,22
715,279b3cf3c92b,acme-acme-1,42.95%,129.7MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,20
720,279b3cf3c92b,acme-acme-1,36.51%,129.6MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,18
725,279b3cf3c92b,acme-acme-1,38.36%,129.5MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,19
730,279b3cf3c92b,acme-acme-1,56.85%,129.8MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 118GB,22
735,279b3cf3c92b,acme-acme-1,30.27%,129.7MiB / 15.32GiB,0.83%,438MB / 491MB,33.9MB / 119GB,20
740,279b3cf3c92b,acme-acme-1,45.25%,129.9MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,24
745,279b3cf3c92b,acme-acme-1,57.83%,129.7MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,22
750,279b3cf3c92b,acme-acme-1,56.89%,129.7MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,21
755,279b3cf3c92b,acme-acme-1,50.22%,129.7MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,22
760,279b3cf3c92b,acme-acme-1,51.69%,129.7MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,21
765,279b3cf3c92b,acme-acme-1,70.35%,130MiB / 15.32GiB,0.83%,439MB / 491MB,33.9MB / 119GB,24
770,279b3cf3c92b,acme-acme-1,41.53%,130MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,25
775,279b3cf3c92b,acme-acme-1,35.08%,135.8MiB / 15.32GiB,0.87%,439MB / 492MB,33.9MB / 119GB,21
780,279b3cf3c92b,acme-acme-1,54.69%,129.9MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,20
785,279b3cf3c92b,acme-acme-1,41.41%,131.6MiB / 15.32GiB,0.84%,439MB / 492MB,33.9MB / 119GB,20
790,279b3cf3c92b,acme-acme-1,39.45%,129.8MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,22
795,279b3cf3c92b,acme-acme-1,55.23%,129.7MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,19
800,279b3cf3c92b,acme-acme-1,50.61%,129.9MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,21
805,279b3cf3c92b,acme-acme-1,69.62%,129.7MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,21
810,279b3cf3c92b,acme-acme-1,38.43%,129.7MiB / 15.32GiB,0.83%,439MB / 492MB,33.9MB / 119GB,21
815,279b3cf3c92b,acme-acme-1,48.00%,129.6MiB / 15.32GiB,0.83%,440MB / 492MB,33.9MB / 119GB,21
820,279b3cf3c92b,acme-acme-1,33.80%,129.6MiB / 15.32GiB,0.83%,440MB / 492MB,33.9MB / 119GB,19
825,279b3cf3c92b,acme-acme-1,90.91%,129.5MiB / 15.32GiB,0.83%,440MB / 492MB,33.9MB / 119GB,21
830,279b3cf3c92b,acme-acme-1,37.31%,129.8MiB / 15.32GiB,0.83%,440MB / 492MB,33.9MB / 119GB,23
835,279b3cf3c92b,acme-acme-1,52.13%,129.7MiB / 15.32GiB,0.83%,440MB / 492MB,33.9MB / 119GB,21
840,279b3cf3c92b,acme-acme-1,52.40%,129.8MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,21
845,279b3cf3c92b,acme-acme-1,45.54%,129.8MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,21
850,279b3cf3c92b,acme-acme-1,107.27%,130.2MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,28
855,279b3cf3c92b,acme-acme-1,26.14%,129.7MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,21
860,279b3cf3c92b,acme-acme-1,66.79%,129.7MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,21
865,279b3cf3c92b,acme-acme-1,42.56%,129.6MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 119GB,21
870,279b3cf3c92b,acme-acme-1,110.68%,130.1MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 120GB,34
875,279b3cf3c92b,acme-acme-1,39.90%,129.3MiB / 15.32GiB,0.82%,440MB / 493MB,33.9MB / 120GB,18
880,279b3cf3c92b,acme-acme-1,74.13%,129.7MiB / 15.32GiB,0.83%,440MB / 493MB,33.9MB / 120GB,22
885,279b3cf3c92b,acme-acme-1,53.52%,129.7MiB / 15.32GiB,0.83%,441MB / 493MB,33.9MB / 120GB,26
890,279b3cf3c92b,acme-acme-1,73.27%,129.6MiB / 15.32GiB,0.83%,441MB / 493MB,33.9MB / 120GB,22
895,279b3cf3c92b,acme-acme-1,60.92%,129.7MiB / 15.32GiB,0.83%,441MB / 493MB,33.9MB / 120GB,24
900,279b3cf3c92b,acme-acme-1,37.36%,129.7MiB / 15.32GiB,0.83%,441MB / 493MB,33.9MB / 120GB,24
905,279b3cf3c92b,acme-acme-1,48.37%,133MiB / 15.32GiB,0.85%,441MB / 494MB,33.9MB / 120GB,22
910,279b3cf3c92b,acme-acme-1,40.49%,129.5MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,22
915,279b3cf3c92b,acme-acme-1,55.90%,129.8MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,22
920,279b3cf3c92b,acme-acme-1,64.05%,129.5MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,21
925,279b3cf3c92b,acme-acme-1,29.06%,129.5MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,22
930,279b3cf3c92b,acme-acme-1,38.95%,129.6MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,21
935,279b3cf3c92b,acme-acme-1,69.12%,135.7MiB / 15.32GiB,0.86%,441MB / 494MB,33.9MB / 120GB,18
940,279b3cf3c92b,acme-acme-1,55.69%,129.8MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,20
945,279b3cf3c92b,acme-acme-1,63.36%,129.6MiB / 15.32GiB,0.83%,441MB / 494MB,33.9MB / 120GB,21
950,279b3cf3c92b,acme-acme-1,28.27%,129.4MiB / 15.32GiB,0.83%,442MB / 494MB,33.9MB / 120GB,22
955,279b3cf3c92b,acme-acme-1,45.64%,129.6MiB / 15.32GiB,0.83%,442MB / 494MB,33.9MB / 120GB,23
960,279b3cf3c92b,acme-acme-1,53.34%,129.6MiB / 15.32GiB,0.83%,442MB / 494MB,33.9MB / 120GB,24
965,279b3cf3c92b,acme-acme-1,35.05%,129.6MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 120GB,23
970,279b3cf3c92b,acme-acme-1,53.75%,129.5MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 120GB,22
975,279b3cf3c92b,acme-acme-1,40.48%,131.1MiB / 15.32GiB,0.84%,442MB / 495MB,33.9MB / 120GB,22
980,279b3cf3c92b,acme-acme-1,42.23%,129.7MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 120GB,24
985,279b3cf3c92b,acme-acme-1,79.65%,129.4MiB / 15.32GiB,0.82%,442MB / 495MB,33.9MB / 120GB,18
990,279b3cf3c92b,acme-acme-1,49.30%,129.5MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 120GB,19
995,279b3cf3c92b,acme-acme-1,80.05%,129.6MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 120GB,20
1000,279b3cf3c92b,acme-acme-1,116.70%,130.2MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 121GB,37
1005,279b3cf3c92b,acme-acme-1,60.49%,129.7MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 121GB,24
1010,279b3cf3c92b,acme-acme-1,116.16%,129.9MiB / 15.32GiB,0.83%,442MB / 495MB,33.9MB / 121GB,33
1015,279b3cf3c92b,acme-acme-1,78.43%,130.1MiB / 15.32GiB,0.83%,443MB / 495MB,33.9MB / 121GB,31
1020,279b3cf3c92b,acme-acme-1,85.03%,129.7MiB / 15.32GiB,0.83%,443MB / 496MB,33.9MB / 121GB,24
1025,279b3cf3c92b,acme-acme-1,47.62%,129.9MiB / 15.32GiB,0.83%,443MB / 496MB,33.9MB / 121GB,23
1030,279b3cf3c92b,acme-acme-1,43.79%,129.8MiB / 15.32GiB,0.83%,443MB / 496MB,33.9MB / 121GB,25
