Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/~/in-cse/in-name/AE-AC/AC-1/Data/la,202,0,2000.0,2290.4438197485683,39.69945199787617,8729.803324007662,300.0,0.028053183124317687,0.0,2000,2800,3200,3500,4400,5400,7300,8100,8700,8700,8700
GET,/~/in-cse/in-name/AE-AC/AC-10/Data/la,200,0,1600.0,2059.1919218098337,65.26600100914948,7955.299151013605,300.0,0.027775428835958106,0.0,1600,2500,3100,3500,4700,5300,6400,7400,8000,8000,8000
GET,/~/in-cse/in-name/AE-AC/AC-100/Data/la,198,0,1600.0,2341.217981115209,64.74021199392155,12659.590264986036,300.0,0.027497674547598525,0.0,1600,2600,3300,3600,5400,7000,7600,9100,13000,13000,13000
GET,/~/in-cse/in-name/AE-AC/AC-101/Data/la,211,0,1800.0,2252.9071725828253,48.76103901187889,11716.200437018415,300.0,0.0293030774219358,0.0,1800,2400,3000,3300,4700,6300,8200,8600,12000,12000,12000
GET,/~/in-cse/in-name/AE-AC/AC-102/Data/la,227,0,1500.0,2170.5152095092403,30.606679007178172,9056.71124701621,300.0,0.03152511172881245,0.0,1500,2300,3400,3700,4800,6400,7700,7800,9100,9100,9100
GET,/~/in-cse/in-name/AE-AC/AC-103/Data/la,208,0,1500.0,2173.19530801097,48.80349599989131,9662.900227995124,300.0,0.02888644598939643,0.0,1600,2500,3400,3500,4700,6400,8400,9000,9700,9700,9700
GET,/~/in-cse/in-name/AE-AC/AC-104/Data/la,222,0,1900.0,2445.943573108158,54.21406801906414,9530.111327010673,300.0,0.030830726007913496,0.0,1900,2800,3700,4100,5200,6200,8100,8500,9500,9500,9500
GET,/~/in-cse/in-name/AE-AC/AC-105/Data/la,213,0,1600.0,2098.26158597738,62.91467399569228,8105.351509002503,300.0,0.029580831710295383,0.0,1600,2200,2800,3500,4700,6000,6900,7700,8100,8100,8100
GET,/~/in-cse/in-name/AE-AC/AC-106/Data/la,205,0,1600.0,2231.0255521848776,44.14150500087999,12767.725632991642,298.0,0.028469814556857057,0.0,1600,2500,3000,3700,5000,6100,7700,8800,13000,13000,13000
GET,/~/in-cse/in-name/AE-AC/AC-107/Data/la,215,0,1700.0,2116.7400053432916,51.35002001770772,8139.010267012054,300.0,0.029858585998654964,0.0,1700,2300,2800,3200,4700,5700,6400,7200,8100,8100,8100
GET,/~/in-cse/in-name/AE-AC/AC-108/Data/la,224,0,1500.0,2213.4549312403187,20.730360003653914,8856.123189994833,300.0,0.031108480296273076,0.0,1500,2500,3000,3500,5000,6900,8100,8300,8900,8900,8900
GET,/~/in-cse/in-name/AE-AC/AC-109/Data/la,225,0,1700.0,2228.3622314007434,56.60916099441238,7776.498225022806,298.0,0.03124735744045287,0.0,1700,2300,3000,3900,4800,6400,7300,7500,7800,7800,7800
GET,/~/in-cse/in-name/AE-AC/AC-11/Data/la,216,0,1800.0,2305.6854471112642,36.255648999940604,8653.227805014467,300.0,0.029997463142834753,0.0,1800,2900,3500,3800,5000,5900,7100,7900,8700,8700,8700
GET,/~/in-cse/in-name/AE-AC/AC-110/Data/la,205,0,1700.0,2364.6341047065175,27.4336879956536,11565.031197009375,300.0,0.028469814556857057,0.0,1700,2900,3500,4100,5000,5500,7400,7900,12000,12000,12000
GET,/~/in-cse/in-name/AE-AC/AC-111/Data/la,237,0,1500.0,2301.554596642492,38.04900500108488,12162.04965900397,300.0,0.03291388317061036,0.0,1500,2700,3200,3600,5200,6800,8200,8300,12000,12000,12000
GET,/~/in-cse/in-name/AE-AC/AC-112/Data/la,206,0,1600.0,2154.52118900769,70.97289699595422,8243.637768988265,300.0,0.02860869170103685,0.0,1600,2500,3100,3500,4800,6200,7400,7500,8200,8200,8200
GET,/~/in-cse/in-name/AE-AC/AC-113/Data/la,206,0,1500.0,2132.073360042606,40.07201601052657,9760.95473501482,300.0,0.02860869170103685,0.0,1500,2400,2900,3500,5000,5800,7100,8500,9800,9800,9800
GET,/~/in-cse/in-name/AE-AC/AC-114/Data/la,204,0,1600.0,2208.6786457843045,20.75659201364033,11951.970096997684,300.0,0.028330937412677268,0.0,1600,2200,3100,3500,4700,5700,8100,8400,12000,12000,12000
GET,/~/in-cse/in-name/AE-AC/AC-115/Data/la,218,0,1900.0,2416.726424490954,28.01735801040195,14126.83647198719,299.0,0.030275217431194334,0.0,1900,2500,3400,3700,5400,7100,8100,8300,14000,14000,14000
GET,/~/in-cse/in-name/AE-AC/AC-116/Data/la,203,0,1700.0,2344.6200563775355,39.8567600059323,8559.75619898527,300.0,0.028192060268497476,0.0,1700,3000,3600,3900,4900,6500,7200,7900,8600,8600,8600
GET,/~/in-cse/in-name/AE-AC/AC-117/Data/la,239,0,1700.0,2263.1755415148054,35.096248000627384,9002.884559973609,300.0,0.033191637458969935,0.0,1700,2500,3300,3800,5000,6600,8300,8400,9000,9000,9000
GET,/~/in-cse/in-name/AE-AC/AC-118/Data/la,203,0,1700.0,2329.4506867749105,35.43433401500806,21084.829281026032,300.0,0.028192060268497476,0.0,1700,2700,3500,3900,5000,5400,7400,8000,21000,21000,21000
GET,/~/in-cse/in-name/AE-AC/AC-119/Data/la,204,0,1600.0,2163.2927254323995,49.920407007448375,8108.010922995163,300.0,0.028330937412677268,0.0,1600,2400,3200,3600,5000,5800,7100,7300,8100,8100,8100
GET,/~/in-cse/in-name/AE-AC/AC-12/Data/la,218,0,2100.0,2524.610241839941,54.035793989896774,9783.435855002608,300.0,0.030275217431194334,0.0,2100,2900,3500,3900,5100,6800,7700,8100,9800,9800,9800
GET,/~/in-cse/in-name/AE-AC/AC-120/Data/la,210,0,1700.0,2260.431286590063,50.98279201774858,7994.708398007788,299.0,0.02916420027775601,0.0,1700,2500,3300,3700,5000,5500,7200,7300,8000,8000,8000
GET,/~/in-cse/in-name/AE-AC/AC-121/Data/la,195,0,2000.0,2365.8234144608755,43.31876500509679,8323.76458402723,300.0,0.027081043115059152,0.0,2000,2800,3400,3800,5200,6100,7300,8200,8300,8300,8300
GET,/~/in-cse/in-name/AE-AC/AC-122/Data/la,222,0,1800.0,2309.3940443890265,75.04936898476444,8705.10771399131,299.0,0.030830726007913496,0.0,1800,2500,3100,3700,5200,6400,7500,8200,8700,8700,8700
