time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
100,784d7e76854f,multi-om2m-mongo-db-1,169.34%,385.4MiB / 15.32GiB,2.46%,680MB / 3.28GB,100MB / 414MB,134
105,784d7e76854f,multi-om2m-mongo-db-1,165.25%,385.2MiB / 15.32GiB,2.46%,680MB / 3.28GB,100MB / 414MB,134
110,784d7e76854f,multi-om2m-mongo-db-1,200.84%,385.4MiB / 15.32GiB,2.46%,680MB / 3.28GB,100MB / 414MB,134
115,784d7e76854f,multi-om2m-mongo-db-1,273.54%,385.1MiB / 15.32GiB,2.46%,680MB / 3.28GB,100MB / 415MB,134
120,784d7e76854f,multi-om2m-mongo-db-1,601.37%,385.2MiB / 15.32GiB,2.46%,681MB / 3.28GB,100MB / 415MB,134
125,784d7e76854f,multi-om2m-mongo-db-1,806.24%,385.1MiB / 15.32GiB,2.46%,681MB / 3.28GB,100MB / 415MB,134
130,784d7e76854f,multi-om2m-mongo-db-1,582.01%,385MiB / 15.32GiB,2.45%,681MB / 3.28GB,100MB / 415MB,134
135,784d7e76854f,multi-om2m-mongo-db-1,516.28%,385.2MiB / 15.32GiB,2.46%,681MB / 3.28GB,100MB / 415MB,134
140,784d7e76854f,multi-om2m-mongo-db-1,859.30%,385MiB / 15.32GiB,2.45%,681MB / 3.28GB,100MB / 415MB,134
145,784d7e76854f,multi-om2m-mongo-db-1,422.05%,385MiB / 15.32GiB,2.45%,681MB / 3.28GB,100MB / 416MB,134
150,784d7e76854f,multi-om2m-mongo-db-1,274.60%,384.8MiB / 15.32GiB,2.45%,682MB / 3.28GB,100MB / 416MB,134
155,784d7e76854f,multi-om2m-mongo-db-1,312.61%,384.8MiB / 15.32GiB,2.45%,682MB / 3.28GB,100MB / 416MB,134
160,784d7e76854f,multi-om2m-mongo-db-1,245.26%,384.8MiB / 15.32GiB,2.45%,682MB / 3.29GB,100MB / 416MB,134
165,784d7e76854f,multi-om2m-mongo-db-1,1133.14%,384.9MiB / 15.32GiB,2.45%,682MB / 3.29GB,100MB / 416MB,134
170,784d7e76854f,multi-om2m-mongo-db-1,782.29%,384.8MiB / 15.32GiB,2.45%,682MB / 3.29GB,100MB / 417MB,134
175,784d7e76854f,multi-om2m-mongo-db-1,1198.55%,384.9MiB / 15.32GiB,2.45%,682MB / 3.29GB,100MB / 417MB,134
180,784d7e76854f,multi-om2m-mongo-db-1,700.98%,384.9MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 417MB,134
185,784d7e76854f,multi-om2m-mongo-db-1,753.53%,384.7MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 417MB,134
190,784d7e76854f,multi-om2m-mongo-db-1,639.45%,384.6MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 418MB,134
195,784d7e76854f,multi-om2m-mongo-db-1,449.52%,384.6MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 418MB,134
200,784d7e76854f,multi-om2m-mongo-db-1,415.99%,384.6MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 418MB,134
205,784d7e76854f,multi-om2m-mongo-db-1,1089.71%,384.7MiB / 15.32GiB,2.45%,683MB / 3.29GB,100MB / 418MB,134
210,784d7e76854f,multi-om2m-mongo-db-1,786.01%,384.6MiB / 15.32GiB,2.45%,684MB / 3.29GB,100MB / 418MB,134
215,784d7e76854f,multi-om2m-mongo-db-1,1158.33%,384.7MiB / 15.32GiB,2.45%,684MB / 3.29GB,100MB / 418MB,134
220,784d7e76854f,multi-om2m-mongo-db-1,1189.09%,384.7MiB / 15.32GiB,2.45%,684MB / 3.29GB,100MB / 419MB,134
225,784d7e76854f,multi-om2m-mongo-db-1,420.62%,384.7MiB / 15.32GiB,2.45%,684MB / 3.29GB,100MB / 419MB,134
230,784d7e76854f,multi-om2m-mongo-db-1,710.84%,384.7MiB / 15.32GiB,2.45%,684MB / 3.29GB,100MB / 419MB,134
235,784d7e76854f,multi-om2m-mongo-db-1,1196.94%,384.7MiB / 15.32GiB,2.45%,685MB / 3.3GB,100MB / 420MB,134
240,784d7e76854f,multi-om2m-mongo-db-1,1185.90%,384.7MiB / 15.32GiB,2.45%,685MB / 3.3GB,100MB / 420MB,134
245,784d7e76854f,multi-om2m-mongo-db-1,1190.75%,385MiB / 15.32GiB,2.45%,685MB / 3.3GB,100MB / 420MB,134
250,784d7e76854f,multi-om2m-mongo-db-1,1143.05%,384.8MiB / 15.32GiB,2.45%,685MB / 3.3GB,100MB / 420MB,134
255,784d7e76854f,multi-om2m-mongo-db-1,1186.75%,384.9MiB / 15.32GiB,2.45%,685MB / 3.3GB,100MB / 420MB,134
260,784d7e76854f,multi-om2m-mongo-db-1,1195.37%,384.9MiB / 15.32GiB,2.45%,686MB / 3.3GB,100MB / 421MB,134
265,784d7e76854f,multi-om2m-mongo-db-1,1122.16%,384.4MiB / 15.32GiB,2.45%,686MB / 3.3GB,100MB / 421MB,134
270,784d7e76854f,multi-om2m-mongo-db-1,1072.04%,384.4MiB / 15.32GiB,2.45%,686MB / 3.3GB,100MB / 421MB,134
275,784d7e76854f,multi-om2m-mongo-db-1,1200.84%,384.7MiB / 15.32GiB,2.45%,686MB / 3.3GB,100MB / 421MB,134
280,784d7e76854f,multi-om2m-mongo-db-1,1186.73%,385.8MiB / 15.32GiB,2.46%,687MB / 3.3GB,100MB / 422MB,134
285,784d7e76854f,multi-om2m-mongo-db-1,1188.99%,386MiB / 15.32GiB,2.46%,687MB / 3.3GB,100MB / 422MB,134
290,784d7e76854f,multi-om2m-mongo-db-1,921.14%,386.1MiB / 15.32GiB,2.46%,687MB / 3.3GB,100MB / 422MB,134
295,784d7e76854f,multi-om2m-mongo-db-1,1193.17%,386.2MiB / 15.32GiB,2.46%,687MB / 3.3GB,100MB / 422MB,134
300,784d7e76854f,multi-om2m-mongo-db-1,1188.39%,386.9MiB / 15.32GiB,2.47%,687MB / 3.31GB,100MB / 423MB,134
305,784d7e76854f,multi-om2m-mongo-db-1,1188.77%,387.2MiB / 15.32GiB,2.47%,688MB / 3.31GB,100MB / 423MB,134
310,784d7e76854f,multi-om2m-mongo-db-1,1201.25%,387MiB / 15.32GiB,2.47%,688MB / 3.31GB,100MB / 423MB,134
315,784d7e76854f,multi-om2m-mongo-db-1,1192.84%,387.2MiB / 15.32GiB,2.47%,688MB / 3.31GB,100MB / 423MB,134
320,784d7e76854f,multi-om2m-mongo-db-1,1182.03%,387.1MiB / 15.32GiB,2.47%,688MB / 3.31GB,100MB / 423MB,134
325,784d7e76854f,multi-om2m-mongo-db-1,1188.01%,387.3MiB / 15.32GiB,2.47%,689MB / 3.31GB,100MB / 424MB,134
330,784d7e76854f,multi-om2m-mongo-db-1,1192.64%,387.2MiB / 15.32GiB,2.47%,689MB / 3.31GB,100MB / 424MB,134
335,784d7e76854f,multi-om2m-mongo-db-1,1188.32%,387.2MiB / 15.32GiB,2.47%,689MB / 3.31GB,100MB / 424MB,134
340,784d7e76854f,multi-om2m-mongo-db-1,1196.35%,387.1MiB / 15.32GiB,2.47%,689MB / 3.31GB,100MB / 424MB,134
345,784d7e76854f,multi-om2m-mongo-db-1,1187.25%,387.1MiB / 15.32GiB,2.47%,689MB / 3.31GB,100MB / 425MB,134
350,784d7e76854f,multi-om2m-mongo-db-1,1187.59%,387.2MiB / 15.32GiB,2.47%,690MB / 3.31GB,100MB / 425MB,134
355,784d7e76854f,multi-om2m-mongo-db-1,1194.15%,387.4MiB / 15.32GiB,2.47%,690MB / 3.31GB,100MB / 425MB,134
360,784d7e76854f,multi-om2m-mongo-db-1,1195.14%,387.8MiB / 15.32GiB,2.47%,690MB / 3.31GB,100MB / 425MB,134
365,784d7e76854f,multi-om2m-mongo-db-1,1189.82%,387.8MiB / 15.32GiB,2.47%,690MB / 3.31GB,100MB / 425MB,134
370,784d7e76854f,multi-om2m-mongo-db-1,1115.46%,387.9MiB / 15.32GiB,2.47%,690MB / 3.32GB,100MB / 426MB,134
375,784d7e76854f,multi-om2m-mongo-db-1,1188.22%,388.4MiB / 15.32GiB,2.48%,691MB / 3.32GB,100MB / 426MB,134
380,784d7e76854f,multi-om2m-mongo-db-1,1192.94%,388.8MiB / 15.32GiB,2.48%,691MB / 3.32GB,100MB / 426MB,134
385,784d7e76854f,multi-om2m-mongo-db-1,1186.81%,388.6MiB / 15.32GiB,2.48%,691MB / 3.32GB,100MB / 427MB,134
390,784d7e76854f,multi-om2m-mongo-db-1,1186.84%,388.6MiB / 15.32GiB,2.48%,691MB / 3.32GB,100MB / 427MB,134
395,784d7e76854f,multi-om2m-mongo-db-1,1181.85%,389.8MiB / 15.32GiB,2.48%,692MB / 3.32GB,100MB / 427MB,134
400,784d7e76854f,multi-om2m-mongo-db-1,1188.23%,390MiB / 15.32GiB,2.49%,692MB / 3.32GB,100MB / 427MB,134
405,784d7e76854f,multi-om2m-mongo-db-1,1184.48%,390.2MiB / 15.32GiB,2.49%,692MB / 3.32GB,100MB / 427MB,134
410,784d7e76854f,multi-om2m-mongo-db-1,1188.87%,390.6MiB / 15.32GiB,2.49%,692MB / 3.32GB,100MB / 427MB,134
415,784d7e76854f,multi-om2m-mongo-db-1,1196.50%,391.3MiB / 15.32GiB,2.49%,692MB / 3.32GB,100MB / 428MB,134
420,784d7e76854f,multi-om2m-mongo-db-1,1193.12%,392.7MiB / 15.32GiB,2.50%,693MB / 3.32GB,100MB / 429MB,134
425,784d7e76854f,multi-om2m-mongo-db-1,1185.24%,392.8MiB / 15.32GiB,2.50%,693MB / 3.32GB,100MB / 429MB,134
430,784d7e76854f,multi-om2m-mongo-db-1,1187.04%,393.1MiB / 15.32GiB,2.51%,693MB / 3.32GB,100MB / 429MB,134
435,784d7e76854f,multi-om2m-mongo-db-1,1193.21%,393.7MiB / 15.32GiB,2.51%,693MB / 3.33GB,100MB / 429MB,134
440,784d7e76854f,multi-om2m-mongo-db-1,1200.50%,393.9MiB / 15.32GiB,2.51%,693MB / 3.33GB,100MB / 429MB,134
445,784d7e76854f,multi-om2m-mongo-db-1,1177.14%,393.9MiB / 15.32GiB,2.51%,694MB / 3.33GB,100MB / 429MB,134
450,784d7e76854f,multi-om2m-mongo-db-1,1187.01%,394MiB / 15.32GiB,2.51%,694MB / 3.33GB,100MB / 429MB,134
455,784d7e76854f,multi-om2m-mongo-db-1,1184.27%,394.3MiB / 15.32GiB,2.51%,694MB / 3.33GB,100MB / 430MB,134
460,784d7e76854f,multi-om2m-mongo-db-1,1181.04%,395.2MiB / 15.32GiB,2.52%,694MB / 3.33GB,100MB / 431MB,134
465,784d7e76854f,multi-om2m-mongo-db-1,1196.00%,395.4MiB / 15.32GiB,2.52%,695MB / 3.33GB,100MB / 431MB,134
470,784d7e76854f,multi-om2m-mongo-db-1,1176.64%,395.3MiB / 15.32GiB,2.52%,695MB / 3.33GB,100MB / 431MB,134
475,784d7e76854f,multi-om2m-mongo-db-1,1186.75%,395.9MiB / 15.32GiB,2.52%,695MB / 3.33GB,100MB / 431MB,134
480,784d7e76854f,multi-om2m-mongo-db-1,1192.17%,396MiB / 15.32GiB,2.52%,695MB / 3.33GB,100MB / 431MB,134
485,784d7e76854f,multi-om2m-mongo-db-1,1182.67%,397.7MiB / 15.32GiB,2.53%,695MB / 3.33GB,100MB / 431MB,134
490,784d7e76854f,multi-om2m-mongo-db-1,1192.16%,397.7MiB / 15.32GiB,2.54%,696MB / 3.33GB,100MB / 432MB,134
495,784d7e76854f,multi-om2m-mongo-db-1,1197.21%,398MiB / 15.32GiB,2.54%,696MB / 3.33GB,100MB / 432MB,134
500,784d7e76854f,multi-om2m-mongo-db-1,1187.84%,398.2MiB / 15.32GiB,2.54%,696MB / 3.34GB,100MB / 432MB,134
505,784d7e76854f,multi-om2m-mongo-db-1,1195.61%,398.1MiB / 15.32GiB,2.54%,696MB / 3.34GB,100MB / 432MB,134
510,784d7e76854f,multi-om2m-mongo-db-1,1183.45%,398.9MiB / 15.32GiB,2.54%,697MB / 3.34GB,100MB / 433MB,134
515,784d7e76854f,multi-om2m-mongo-db-1,1193.48%,399.1MiB / 15.32GiB,2.54%,697MB / 3.34GB,100MB / 433MB,134
520,784d7e76854f,multi-om2m-mongo-db-1,1193.26%,399.1MiB / 15.32GiB,2.54%,697MB / 3.34GB,100MB / 433MB,134
525,784d7e76854f,multi-om2m-mongo-db-1,1187.99%,400.3MiB / 15.32GiB,2.55%,697MB / 3.34GB,100MB / 434MB,134
530,784d7e76854f,multi-om2m-mongo-db-1,1187.56%,401.4MiB / 15.32GiB,2.56%,697MB / 3.34GB,100MB / 434MB,134
535,784d7e76854f,multi-om2m-mongo-db-1,1186.48%,401.7MiB / 15.32GiB,2.56%,698MB / 3.34GB,100MB / 434MB,134
540,784d7e76854f,multi-om2m-mongo-db-1,1192.99%,402.1MiB / 15.32GiB,2.56%,698MB / 3.34GB,100MB / 434MB,134
545,784d7e76854f,multi-om2m-mongo-db-1,1178.35%,402.5MiB / 15.32GiB,2.57%,698MB / 3.34GB,100MB / 434MB,134
550,784d7e76854f,multi-om2m-mongo-db-1,1189.80%,402.3MiB / 15.32GiB,2.56%,698MB / 3.34GB,100MB / 434MB,134
555,784d7e76854f,multi-om2m-mongo-db-1,1184.42%,402.6MiB / 15.32GiB,2.57%,698MB / 3.34GB,100MB / 435MB,134
560,784d7e76854f,multi-om2m-mongo-db-1,1191.67%,403.2MiB / 15.32GiB,2.57%,699MB / 3.34GB,100MB / 435MB,134
565,784d7e76854f,multi-om2m-mongo-db-1,1166.81%,403.7MiB / 15.32GiB,2.57%,699MB / 3.34GB,100MB / 436MB,134
570,784d7e76854f,multi-om2m-mongo-db-1,1198.08%,403.6MiB / 15.32GiB,2.57%,699MB / 3.35GB,100MB / 436MB,134
575,784d7e76854f,multi-om2m-mongo-db-1,1189.16%,405.2MiB / 15.32GiB,2.58%,699MB / 3.35GB,100MB / 436MB,134
580,784d7e76854f,multi-om2m-mongo-db-1,1187.19%,405.2MiB / 15.32GiB,2.58%,700MB / 3.35GB,100MB / 436MB,134
585,784d7e76854f,multi-om2m-mongo-db-1,1191.92%,405.3MiB / 15.32GiB,2.58%,700MB / 3.35GB,100MB / 436MB,134
590,784d7e76854f,multi-om2m-mongo-db-1,1184.52%,405.4MiB / 15.32GiB,2.58%,700MB / 3.35GB,100MB / 436MB,134
595,784d7e76854f,multi-om2m-mongo-db-1,1195.08%,405.9MiB / 15.32GiB,2.59%,700MB / 3.35GB,100MB / 436MB,134
600,784d7e76854f,multi-om2m-mongo-db-1,1189.75%,406.6MiB / 15.32GiB,2.59%,700MB / 3.35GB,100MB / 437MB,134
605,784d7e76854f,multi-om2m-mongo-db-1,1188.49%,406.7MiB / 15.32GiB,2.59%,701MB / 3.35GB,100MB / 438MB,134
610,784d7e76854f,multi-om2m-mongo-db-1,1193.50%,406.7MiB / 15.32GiB,2.59%,701MB / 3.35GB,100MB / 438MB,134
615,784d7e76854f,multi-om2m-mongo-db-1,1188.83%,407.4MiB / 15.32GiB,2.60%,701MB / 3.35GB,100MB / 438MB,134
620,784d7e76854f,multi-om2m-mongo-db-1,1099.00%,407.9MiB / 15.32GiB,2.60%,701MB / 3.35GB,100MB / 438MB,134
625,784d7e76854f,multi-om2m-mongo-db-1,1192.35%,408.4MiB / 15.32GiB,2.60%,701MB / 3.35GB,100MB / 438MB,134
630,784d7e76854f,multi-om2m-mongo-db-1,1185.76%,409.2MiB / 15.32GiB,2.61%,702MB / 3.35GB,100MB / 438MB,134
635,784d7e76854f,multi-om2m-mongo-db-1,1193.91%,409.5MiB / 15.32GiB,2.61%,702MB / 3.36GB,100MB / 438MB,134
640,784d7e76854f,multi-om2m-mongo-db-1,1186.36%,409.7MiB / 15.32GiB,2.61%,702MB / 3.36GB,100MB / 438MB,134
645,784d7e76854f,multi-om2m-mongo-db-1,1195.19%,410.1MiB / 15.32GiB,2.61%,702MB / 3.36GB,100MB / 440MB,134
650,784d7e76854f,multi-om2m-mongo-db-1,1196.55%,410.5MiB / 15.32GiB,2.62%,703MB / 3.36GB,100MB / 440MB,134
655,784d7e76854f,multi-om2m-mongo-db-1,1187.68%,410.7MiB / 15.32GiB,2.62%,703MB / 3.36GB,100MB / 440MB,134
660,784d7e76854f,multi-om2m-mongo-db-1,1193.24%,410.7MiB / 15.32GiB,2.62%,703MB / 3.36GB,100MB / 440MB,134
665,784d7e76854f,multi-om2m-mongo-db-1,1187.68%,411.8MiB / 15.32GiB,2.62%,703MB / 3.36GB,100MB / 440MB,134
670,784d7e76854f,multi-om2m-mongo-db-1,1192.41%,412.9MiB / 15.32GiB,2.63%,703MB / 3.36GB,100MB / 440MB,134
675,784d7e76854f,multi-om2m-mongo-db-1,1194.04%,413.1MiB / 15.32GiB,2.63%,704MB / 3.36GB,100MB / 440MB,134
680,784d7e76854f,multi-om2m-mongo-db-1,1185.12%,413.1MiB / 15.32GiB,2.63%,704MB / 3.36GB,100MB / 441MB,134
685,784d7e76854f,multi-om2m-mongo-db-1,1185.84%,413.4MiB / 15.32GiB,2.64%,704MB / 3.36GB,100MB / 441MB,134
690,784d7e76854f,multi-om2m-mongo-db-1,1185.46%,413.9MiB / 15.32GiB,2.64%,704MB / 3.36GB,100MB / 442MB,134
695,784d7e76854f,multi-om2m-mongo-db-1,1194.82%,413.9MiB / 15.32GiB,2.64%,704MB / 3.36GB,100MB / 442MB,134
700,784d7e76854f,multi-om2m-mongo-db-1,1184.58%,414MiB / 15.32GiB,2.64%,705MB / 3.36GB,100MB / 442MB,134
705,784d7e76854f,multi-om2m-mongo-db-1,1189.90%,414.9MiB / 15.32GiB,2.64%,705MB / 3.37GB,100MB / 442MB,134
710,784d7e76854f,multi-om2m-mongo-db-1,1188.50%,415.3MiB / 15.32GiB,2.65%,705MB / 3.37GB,100MB / 443MB,134
715,784d7e76854f,multi-om2m-mongo-db-1,1198.95%,415.4MiB / 15.32GiB,2.65%,705MB / 3.37GB,100MB / 443MB,134
720,784d7e76854f,multi-om2m-mongo-db-1,1193.58%,415.2MiB / 15.32GiB,2.65%,705MB / 3.37GB,100MB / 443MB,134
725,784d7e76854f,multi-om2m-mongo-db-1,1192.62%,415.7MiB / 15.32GiB,2.65%,706MB / 3.37GB,100MB / 443MB,134
730,784d7e76854f,multi-om2m-mongo-db-1,1189.78%,415.8MiB / 15.32GiB,2.65%,706MB / 3.37GB,100MB / 443MB,134
735,784d7e76854f,multi-om2m-mongo-db-1,1186.30%,416.3MiB / 15.32GiB,2.65%,706MB / 3.37GB,100MB / 444MB,134
740,784d7e76854f,multi-om2m-mongo-db-1,1203.19%,417MiB / 15.32GiB,2.66%,706MB / 3.37GB,100MB / 445MB,134
745,784d7e76854f,multi-om2m-mongo-db-1,1187.33%,417.4MiB / 15.32GiB,2.66%,707MB / 3.37GB,100MB / 445MB,134
750,784d7e76854f,multi-om2m-mongo-db-1,1187.42%,417.5MiB / 15.32GiB,2.66%,707MB / 3.37GB,100MB / 445MB,134
755,784d7e76854f,multi-om2m-mongo-db-1,1189.49%,419.6MiB / 15.32GiB,2.67%,707MB / 3.37GB,100MB / 445MB,134
760,784d7e76854f,multi-om2m-mongo-db-1,1191.28%,419.9MiB / 15.32GiB,2.68%,707MB / 3.37GB,100MB / 445MB,134
765,784d7e76854f,multi-om2m-mongo-db-1,1183.63%,420.1MiB / 15.32GiB,2.68%,707MB / 3.37GB,100MB / 445MB,134
770,784d7e76854f,multi-om2m-mongo-db-1,1190.18%,420.3MiB / 15.32GiB,2.68%,708MB / 3.38GB,100MB / 445MB,134
775,784d7e76854f,multi-om2m-mongo-db-1,1189.94%,420.7MiB / 15.32GiB,2.68%,708MB / 3.38GB,100MB / 445MB,134
780,784d7e76854f,multi-om2m-mongo-db-1,1187.99%,421.4MiB / 15.32GiB,2.69%,708MB / 3.38GB,100MB / 447MB,134
785,784d7e76854f,multi-om2m-mongo-db-1,1188.94%,421.5MiB / 15.32GiB,2.69%,708MB / 3.38GB,100MB / 447MB,134
790,784d7e76854f,multi-om2m-mongo-db-1,1184.70%,421.8MiB / 15.32GiB,2.69%,709MB / 3.38GB,100MB / 447MB,134
795,784d7e76854f,multi-om2m-mongo-db-1,1172.70%,421.8MiB / 15.32GiB,2.69%,709MB / 3.38GB,100MB / 447MB,134
800,784d7e76854f,multi-om2m-mongo-db-1,1150.58%,422MiB / 15.32GiB,2.69%,709MB / 3.38GB,100MB / 447MB,134
805,784d7e76854f,multi-om2m-mongo-db-1,1185.81%,422.5MiB / 15.32GiB,2.69%,709MB / 3.38GB,100MB / 447MB,134
810,784d7e76854f,multi-om2m-mongo-db-1,1173.65%,423.7MiB / 15.32GiB,2.70%,709MB / 3.38GB,100MB / 447MB,134
815,784d7e76854f,multi-om2m-mongo-db-1,1183.59%,423.7MiB / 15.32GiB,2.70%,710MB / 3.38GB,100MB / 447MB,134
820,784d7e76854f,multi-om2m-mongo-db-1,1192.60%,423.9MiB / 15.32GiB,2.70%,710MB / 3.38GB,100MB / 448MB,134
825,784d7e76854f,multi-om2m-mongo-db-1,1191.00%,424.3MiB / 15.32GiB,2.70%,710MB / 3.38GB,100MB / 449MB,134
830,784d7e76854f,multi-om2m-mongo-db-1,1186.73%,424.5MiB / 15.32GiB,2.71%,710MB / 3.38GB,100MB / 449MB,134
835,784d7e76854f,multi-om2m-mongo-db-1,1184.73%,424.5MiB / 15.32GiB,2.71%,710MB / 3.39GB,100MB / 449MB,134
840,784d7e76854f,multi-om2m-mongo-db-1,1189.60%,424.5MiB / 15.32GiB,2.71%,711MB / 3.39GB,100MB / 449MB,134
845,784d7e76854f,multi-om2m-mongo-db-1,1192.04%,425.2MiB / 15.32GiB,2.71%,711MB / 3.39GB,100MB / 449MB,134
850,784d7e76854f,multi-om2m-mongo-db-1,1187.31%,427.6MiB / 15.32GiB,2.73%,711MB / 3.39GB,100MB / 449MB,134
855,784d7e76854f,multi-om2m-mongo-db-1,1192.23%,427.7MiB / 15.32GiB,2.73%,711MB / 3.39GB,100MB / 450MB,134
860,784d7e76854f,multi-om2m-mongo-db-1,1182.08%,427.7MiB / 15.32GiB,2.73%,711MB / 3.39GB,100MB / 450MB,134
865,784d7e76854f,multi-om2m-mongo-db-1,1192.30%,427.9MiB / 15.32GiB,2.73%,712MB / 3.39GB,100MB / 450MB,134
870,784d7e76854f,multi-om2m-mongo-db-1,1186.27%,428.4MiB / 15.32GiB,2.73%,712MB / 3.39GB,100MB / 451MB,134
875,784d7e76854f,multi-om2m-mongo-db-1,1192.17%,428.6MiB / 15.32GiB,2.73%,712MB / 3.39GB,100MB / 451MB,134
880,784d7e76854f,multi-om2m-mongo-db-1,1184.15%,428.7MiB / 15.32GiB,2.73%,712MB / 3.39GB,100MB / 451MB,134
885,784d7e76854f,multi-om2m-mongo-db-1,1190.07%,428.7MiB / 15.32GiB,2.73%,712MB / 3.39GB,100MB / 451MB,134
890,784d7e76854f,multi-om2m-mongo-db-1,1186.05%,429.6MiB / 15.32GiB,2.74%,713MB / 3.39GB,100MB / 452MB,134
895,784d7e76854f,multi-om2m-mongo-db-1,1190.10%,429.6MiB / 15.32GiB,2.74%,713MB / 3.39GB,100MB / 452MB,134
900,784d7e76854f,multi-om2m-mongo-db-1,1184.88%,429.7MiB / 15.32GiB,2.74%,713MB / 3.39GB,100MB / 452MB,134
905,784d7e76854f,multi-om2m-mongo-db-1,1189.69%,429.9MiB / 15.32GiB,2.74%,713MB / 3.4GB,100MB / 452MB,134
910,784d7e76854f,multi-om2m-mongo-db-1,1193.22%,430.5MiB / 15.32GiB,2.74%,714MB / 3.4GB,100MB / 452MB,134
915,784d7e76854f,multi-om2m-mongo-db-1,1180.37%,431.2MiB / 15.32GiB,2.75%,714MB / 3.4GB,100MB / 453MB,134
920,784d7e76854f,multi-om2m-mongo-db-1,1188.64%,431.4MiB / 15.32GiB,2.75%,714MB / 3.4GB,100MB / 454MB,134
925,784d7e76854f,multi-om2m-mongo-db-1,1190.49%,431.4MiB / 15.32GiB,2.75%,714MB / 3.4GB,100MB / 454MB,134
930,784d7e76854f,multi-om2m-mongo-db-1,1187.05%,431.8MiB / 15.32GiB,2.75%,714MB / 3.4GB,100MB / 454MB,134
935,784d7e76854f,multi-om2m-mongo-db-1,1189.58%,432.5MiB / 15.32GiB,2.76%,715MB / 3.4GB,100MB / 454MB,134
940,784d7e76854f,multi-om2m-mongo-db-1,1188.77%,432.9MiB / 15.32GiB,2.76%,715MB / 3.4GB,100MB / 454MB,134
945,784d7e76854f,multi-om2m-mongo-db-1,1195.97%,433.5MiB / 15.32GiB,2.76%,715MB / 3.4GB,100MB / 454MB,134
950,784d7e76854f,multi-om2m-mongo-db-1,1185.79%,433.1MiB / 15.32GiB,2.76%,715MB / 3.4GB,100MB / 454MB,134
