time,CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
955,784d7e76854f,multi-om2m-mongo-db-1,1187.80%,433.3MiB / 15.32GiB,2.76%,715MB / 3.4GB,100MB / 455MB,134
960,784d7e76854f,multi-om2m-mongo-db-1,1192.15%,434MiB / 15.32GiB,2.77%,716MB / 3.4GB,100MB / 456MB,134
965,784d7e76854f,multi-om2m-mongo-db-1,1193.41%,434MiB / 15.32GiB,2.77%,716MB / 3.4GB,100MB / 456MB,134
970,784d7e76854f,multi-om2m-mongo-db-1,1190.15%,434.3MiB / 15.32GiB,2.77%,716MB / 3.41GB,100MB / 456MB,134
975,784d7e76854f,multi-om2m-mongo-db-1,1193.98%,434.4MiB / 15.32GiB,2.77%,716MB / 3.41GB,100MB / 456MB,134
980,784d7e76854f,multi-om2m-mongo-db-1,1185.21%,436.2MiB / 15.32GiB,2.78%,716MB / 3.41GB,100MB / 456MB,134
985,784d7e76854f,multi-om2m-mongo-db-1,1195.03%,436.2MiB / 15.32GiB,2.78%,717MB / 3.41GB,100MB / 456MB,134
990,784d7e76854f,multi-om2m-mongo-db-1,1177.05%,436.3MiB / 15.32GiB,2.78%,717MB / 3.41GB,100MB / 457MB,134
995,784d7e76854f,multi-om2m-mongo-db-1,1187.64%,436.7MiB / 15.32GiB,2.78%,717MB / 3.41GB,100MB / 457MB,134
1000,784d7e76854f,multi-om2m-mongo-db-1,1192.10%,436.6MiB / 15.32GiB,2.78%,717MB / 3.41GB,100MB / 457MB,134
1005,784d7e76854f,multi-om2m-mongo-db-1,1198.19%,437MiB / 15.32GiB,2.79%,718MB / 3.41GB,100MB / 458MB,134
1010,784d7e76854f,multi-om2m-mongo-db-1,1187.19%,437.5MiB / 15.32GiB,2.79%,718MB / 3.41GB,100MB / 458MB,134
1015,784d7e76854f,multi-om2m-mongo-db-1,1190.01%,437.6MiB / 15.32GiB,2.79%,718MB / 3.41GB,100MB / 458MB,134
1020,784d7e76854f,multi-om2m-mongo-db-1,1186.58%,437.5MiB / 15.32GiB,2.79%,718MB / 3.41GB,100MB / 458MB,134
1025,784d7e76854f,multi-om2m-mongo-db-1,1190.05%,437.9MiB / 15.32GiB,2.79%,718MB / 3.41GB,100MB / 459MB,134
1030,784d7e76854f,multi-om2m-mongo-db-1,1188.40%,438.2MiB / 15.32GiB,2.79%,719MB / 3.41GB,100MB / 459MB,134
1035,784d7e76854f,multi-om2m-mongo-db-1,1192.74%,438.6MiB / 15.32GiB,2.80%,719MB / 3.41GB,100MB / 459MB,134
1040,784d7e76854f,multi-om2m-mongo-db-1,1192.44%,438.6MiB / 15.32GiB,2.80%,719MB / 3.42GB,100MB / 459MB,134
1045,784d7e76854f,multi-om2m-mongo-db-1,1193.35%,438.6MiB / 15.32GiB,2.80%,719MB / 3.42GB,100MB / 459MB,134
1050,784d7e76854f,multi-om2m-mongo-db-1,1190.64%,439.1MiB / 15.32GiB,2.80%,719MB / 3.42GB,100MB / 460MB,134
1055,784d7e76854f,multi-om2m-mongo-db-1,1144.65%,439.2MiB / 15.32GiB,2.80%,720MB / 3.42GB,100MB / 460MB,134
1060,784d7e76854f,multi-om2m-mongo-db-1,1185.62%,439.2MiB / 15.32GiB,2.80%,720MB / 3.42GB,100MB / 460MB,134
1065,784d7e76854f,multi-om2m-mongo-db-1,1183.26%,439.5MiB / 15.32GiB,2.80%,720MB / 3.42GB,100MB / 461MB,134
1070,784d7e76854f,multi-om2m-mongo-db-1,1187.85%,439.7MiB / 15.32GiB,2.80%,720MB / 3.42GB,100MB / 461MB,134
1075,784d7e76854f,multi-om2m-mongo-db-1,1186.55%,439.9MiB / 15.32GiB,2.80%,720MB / 3.42GB,100MB / 461MB,134
1080,784d7e76854f,multi-om2m-mongo-db-1,1189.74%,440.1MiB / 15.32GiB,2.81%,721MB / 3.42GB,100MB / 461MB,134
1085,784d7e76854f,multi-om2m-mongo-db-1,1186.16%,440MiB / 15.32GiB,2.81%,721MB / 3.42GB,100MB / 461MB,134
1090,784d7e76854f,multi-om2m-mongo-db-1,1192.61%,440.2MiB / 15.32GiB,2.81%,721MB / 3.42GB,100MB / 461MB,134
1095,784d7e76854f,multi-om2m-mongo-db-1,1174.34%,440.5MiB / 15.32GiB,2.81%,721MB / 3.42GB,100MB / 463MB,134
1100,784d7e76854f,multi-om2m-mongo-db-1,1193.63%,440.5MiB / 15.32GiB,2.81%,722MB / 3.42GB,100MB / 463MB,134
1105,784d7e76854f,multi-om2m-mongo-db-1,1186.59%,440.8MiB / 15.32GiB,2.81%,722MB / 3.43GB,100MB / 463MB,134
1110,784d7e76854f,multi-om2m-mongo-db-1,1190.49%,441MiB / 15.32GiB,2.81%,722MB / 3.43GB,100MB / 463MB,134
1115,784d7e76854f,multi-om2m-mongo-db-1,1185.74%,440.9MiB / 15.32GiB,2.81%,722MB / 3.43GB,100MB / 463MB,134
1120,784d7e76854f,multi-om2m-mongo-db-1,1179.10%,440.9MiB / 15.32GiB,2.81%,722MB / 3.43GB,100MB / 463MB,134
1125,784d7e76854f,multi-om2m-mongo-db-1,1192.73%,441.1MiB / 15.32GiB,2.81%,723MB / 3.43GB,100MB / 463MB,134
1130,784d7e76854f,multi-om2m-mongo-db-1,1177.43%,441.1MiB / 15.32GiB,2.81%,723MB / 3.43GB,100MB / 463MB,134
1135,784d7e76854f,multi-om2m-mongo-db-1,1194.82%,441.3MiB / 15.32GiB,2.81%,723MB / 3.43GB,100MB / 464MB,134
1140,784d7e76854f,multi-om2m-mongo-db-1,1183.46%,441.8MiB / 15.32GiB,2.82%,723MB / 3.43GB,100MB / 465MB,134
1145,784d7e76854f,multi-om2m-mongo-db-1,1186.08%,441.7MiB / 15.32GiB,2.82%,723MB / 3.43GB,100MB / 465MB,134
1150,784d7e76854f,multi-om2m-mongo-db-1,1190.00%,441.9MiB / 15.32GiB,2.82%,724MB / 3.43GB,100MB / 465MB,134
1155,784d7e76854f,multi-om2m-mongo-db-1,1189.13%,441.7MiB / 15.32GiB,2.82%,724MB / 3.43GB,100MB / 465MB,134
1160,784d7e76854f,multi-om2m-mongo-db-1,1177.54%,441.7MiB / 15.32GiB,2.82%,724MB / 3.43GB,100MB / 465MB,134
1165,784d7e76854f,multi-om2m-mongo-db-1,1198.61%,442.4MiB / 15.32GiB,2.82%,724MB / 3.43GB,100MB / 466MB,134
1170,784d7e76854f,multi-om2m-mongo-db-1,1187.52%,442.3MiB / 15.32GiB,2.82%,724MB / 3.43GB,100MB / 466MB,134
1175,784d7e76854f,multi-om2m-mongo-db-1,1188.14%,442.5MiB / 15.32GiB,2.82%,725MB / 3.44GB,100MB / 466MB,134
1180,784d7e76854f,multi-om2m-mongo-db-1,1192.42%,442.6MiB / 15.32GiB,2.82%,725MB / 3.44GB,100MB / 466MB,134
1185,784d7e76854f,multi-om2m-mongo-db-1,1188.63%,443MiB / 15.32GiB,2.82%,725MB / 3.44GB,100MB / 467MB,134
1190,784d7e76854f,multi-om2m-mongo-db-1,1183.14%,443.3MiB / 15.32GiB,2.83%,725MB / 3.44GB,100MB / 467MB,134
1195,784d7e76854f,multi-om2m-mongo-db-1,1186.94%,443MiB / 15.32GiB,2.82%,725MB / 3.44GB,100MB / 468MB,134
1200,784d7e76854f,multi-om2m-mongo-db-1,1192.65%,443MiB / 15.32GiB,2.82%,726MB / 3.44GB,100MB / 468MB,134
1205,784d7e76854f,multi-om2m-mongo-db-1,1186.35%,443.1MiB / 15.32GiB,2.82%,726MB / 3.44GB,100MB / 468MB,134
1210,784d7e76854f,multi-om2m-mongo-db-1,1191.19%,443.1MiB / 15.32GiB,2.82%,726MB / 3.44GB,100MB / 468MB,134
1215,784d7e76854f,multi-om2m-mongo-db-1,1187.24%,443.3MiB / 15.32GiB,2.83%,726MB / 3.44GB,100MB / 468MB,134
1220,784d7e76854f,multi-om2m-mongo-db-1,1183.71%,443.4MiB / 15.32GiB,2.83%,727MB / 3.44GB,100MB / 468MB,134
1225,784d7e76854f,multi-om2m-mongo-db-1,1192.71%,443.6MiB / 15.32GiB,2.83%,727MB / 3.44GB,100MB / 468MB,134
1230,784d7e76854f,multi-om2m-mongo-db-1,1196.27%,444.1MiB / 15.32GiB,2.83%,727MB / 3.44GB,100MB / 470MB,134
1235,784d7e76854f,multi-om2m-mongo-db-1,1192.53%,444.1MiB / 15.32GiB,2.83%,727MB / 3.44GB,100MB / 470MB,134
1240,784d7e76854f,multi-om2m-mongo-db-1,1192.55%,444.1MiB / 15.32GiB,2.83%,727MB / 3.45GB,100MB / 470MB,134
1245,784d7e76854f,multi-om2m-mongo-db-1,1190.89%,444.1MiB / 15.32GiB,2.83%,728MB / 3.45GB,100MB / 470MB,134
1250,784d7e76854f,multi-om2m-mongo-db-1,1185.71%,444.2MiB / 15.32GiB,2.83%,728MB / 3.45GB,100MB / 470MB,134
1255,784d7e76854f,multi-om2m-mongo-db-1,1187.08%,444.3MiB / 15.32GiB,2.83%,728MB / 3.45GB,100MB / 470MB,134
1260,784d7e76854f,multi-om2m-mongo-db-1,1193.16%,444.4MiB / 15.32GiB,2.83%,728MB / 3.45GB,100MB / 470MB,134
1265,784d7e76854f,multi-om2m-mongo-db-1,1182.09%,444.4MiB / 15.32GiB,2.83%,728MB / 3.45GB,100MB / 470MB,134
1270,784d7e76854f,multi-om2m-mongo-db-1,1193.21%,444.6MiB / 15.32GiB,2.83%,729MB / 3.45GB,100MB / 471MB,134
1275,784d7e76854f,multi-om2m-mongo-db-1,1191.77%,444.8MiB / 15.32GiB,2.84%,729MB / 3.45GB,100MB / 472MB,134
1280,784d7e76854f,multi-om2m-mongo-db-1,1186.81%,444.8MiB / 15.32GiB,2.84%,729MB / 3.45GB,100MB / 472MB,134
1285,784d7e76854f,multi-om2m-mongo-db-1,1192.29%,444.9MiB / 15.32GiB,2.84%,729MB / 3.45GB,100MB / 472MB,134
1290,784d7e76854f,multi-om2m-mongo-db-1,1192.72%,444.9MiB / 15.32GiB,2.84%,729MB / 3.45GB,100MB / 472MB,134
1295,784d7e76854f,multi-om2m-mongo-db-1,1189.83%,444.8MiB / 15.32GiB,2.84%,730MB / 3.45GB,100MB / 472MB,134
1300,784d7e76854f,multi-om2m-mongo-db-1,1190.33%,444.9MiB / 15.32GiB,2.84%,730MB / 3.45GB,100MB / 472MB,134
1305,784d7e76854f,multi-om2m-mongo-db-1,1190.50%,445MiB / 15.32GiB,2.84%,730MB / 3.45GB,100MB / 473MB,134
1310,784d7e76854f,multi-om2m-mongo-db-1,1188.23%,445MiB / 15.32GiB,2.84%,730MB / 3.46GB,100MB / 473MB,134
1315,784d7e76854f,multi-om2m-mongo-db-1,1193.33%,445.3MiB / 15.32GiB,2.84%,730MB / 3.46GB,100MB / 473MB,134
1320,784d7e76854f,multi-om2m-mongo-db-1,1198.61%,445.5MiB / 15.32GiB,2.84%,731MB / 3.46GB,100MB / 474MB,134
1325,784d7e76854f,multi-om2m-mongo-db-1,1199.31%,445.7MiB / 15.32GiB,2.84%,731MB / 3.46GB,100MB / 474MB,134
1330,784d7e76854f,multi-om2m-mongo-db-1,1191.99%,445.6MiB / 15.32GiB,2.84%,731MB / 3.46GB,100MB / 474MB,134
1335,784d7e76854f,multi-om2m-mongo-db-1,1196.83%,445.8MiB / 15.32GiB,2.84%,731MB / 3.46GB,100MB / 475MB,134
1340,784d7e76854f,multi-om2m-mongo-db-1,1188.47%,445.8MiB / 15.32GiB,2.84%,731MB / 3.46GB,100MB / 475MB,134
1345,784d7e76854f,multi-om2m-mongo-db-1,1190.40%,445.8MiB / 15.32GiB,2.84%,732MB / 3.46GB,100MB / 475MB,134
1350,784d7e76854f,multi-om2m-mongo-db-1,1187.58%,445.8MiB / 15.32GiB,2.84%,732MB / 3.46GB,100MB / 475MB,134
1355,784d7e76854f,multi-om2m-mongo-db-1,1182.67%,445.8MiB / 15.32GiB,2.84%,732MB / 3.46GB,100MB / 475MB,134
1360,784d7e76854f,multi-om2m-mongo-db-1,1188.95%,446.1MiB / 15.32GiB,2.84%,732MB / 3.46GB,100MB / 475MB,134
1365,784d7e76854f,multi-om2m-mongo-db-1,1189.32%,446.6MiB / 15.32GiB,2.85%,732MB / 3.46GB,100MB / 477MB,134
1370,784d7e76854f,multi-om2m-mongo-db-1,1191.01%,446.7MiB / 15.32GiB,2.85%,733MB / 3.46GB,100MB / 477MB,134
1375,784d7e76854f,multi-om2m-mongo-db-1,1189.11%,446.4MiB / 15.32GiB,2.85%,733MB / 3.46GB,100MB / 477MB,134
1380,784d7e76854f,multi-om2m-mongo-db-1,1188.10%,446.5MiB / 15.32GiB,2.85%,733MB / 3.47GB,100MB / 477MB,134
1385,784d7e76854f,multi-om2m-mongo-db-1,1193.19%,446.6MiB / 15.32GiB,2.85%,733MB / 3.47GB,100MB / 477MB,134
1390,784d7e76854f,multi-om2m-mongo-db-1,1184.84%,446.6MiB / 15.32GiB,2.85%,734MB / 3.47GB,100MB / 477MB,134
1395,784d7e76854f,multi-om2m-mongo-db-1,1183.53%,446.7MiB / 15.32GiB,2.85%,734MB / 3.47GB,100MB / 478MB,134
1400,784d7e76854f,multi-om2m-mongo-db-1,1192.37%,446.8MiB / 15.32GiB,2.85%,734MB / 3.47GB,100MB / 478MB,134
1405,784d7e76854f,multi-om2m-mongo-db-1,1187.88%,446.8MiB / 15.32GiB,2.85%,734MB / 3.47GB,100MB / 478MB,134
1410,784d7e76854f,multi-om2m-mongo-db-1,1186.09%,447.1MiB / 15.32GiB,2.85%,734MB / 3.47GB,100MB / 479MB,134
1415,784d7e76854f,multi-om2m-mongo-db-1,1186.85%,447.1MiB / 15.32GiB,2.85%,735MB / 3.47GB,100MB / 479MB,134
1420,784d7e76854f,multi-om2m-mongo-db-1,1187.55%,447.3MiB / 15.32GiB,2.85%,735MB / 3.47GB,100MB / 479MB,134
1425,784d7e76854f,multi-om2m-mongo-db-1,1197.65%,447.3MiB / 15.32GiB,2.85%,735MB / 3.47GB,100MB / 480MB,134
1430,784d7e76854f,multi-om2m-mongo-db-1,1192.95%,447.4MiB / 15.32GiB,2.85%,735MB / 3.47GB,100MB / 480MB,134
1435,784d7e76854f,multi-om2m-mongo-db-1,1181.84%,447.6MiB / 15.32GiB,2.85%,735MB / 3.47GB,100MB / 480MB,134
1440,784d7e76854f,multi-om2m-mongo-db-1,1199.41%,447.6MiB / 15.32GiB,2.85%,736MB / 3.47GB,100MB / 480MB,134
1445,784d7e76854f,multi-om2m-mongo-db-1,1195.10%,447.6MiB / 15.32GiB,2.85%,736MB / 3.48GB,100MB / 480MB,134
1450,784d7e76854f,multi-om2m-mongo-db-1,1177.97%,447.6MiB / 15.32GiB,2.85%,736MB / 3.48GB,100MB / 480MB,134
1455,784d7e76854f,multi-om2m-mongo-db-1,1145.11%,447.9MiB / 15.32GiB,2.86%,736MB / 3.48GB,100MB / 481MB,134
1460,784d7e76854f,multi-om2m-mongo-db-1,1188.36%,447.9MiB / 15.32GiB,2.86%,736MB / 3.48GB,100MB / 482MB,134
1465,784d7e76854f,multi-om2m-mongo-db-1,1183.02%,448.1MiB / 15.32GiB,2.86%,737MB / 3.48GB,100MB / 482MB,134
1470,784d7e76854f,multi-om2m-mongo-db-1,1191.58%,448.2MiB / 15.32GiB,2.86%,737MB / 3.48GB,100MB / 482MB,134
1475,784d7e76854f,multi-om2m-mongo-db-1,1185.19%,448.2MiB / 15.32GiB,2.86%,737MB / 3.48GB,100MB / 482MB,134
1480,784d7e76854f,multi-om2m-mongo-db-1,1183.61%,448.2MiB / 15.32GiB,2.86%,737MB / 3.48GB,100MB / 482MB,134
1485,784d7e76854f,multi-om2m-mongo-db-1,1186.86%,448.3MiB / 15.32GiB,2.86%,737MB / 3.48GB,100MB / 482MB,134
1490,784d7e76854f,multi-om2m-mongo-db-1,1195.75%,448.3MiB / 15.32GiB,2.86%,738MB / 3.48GB,100MB / 482MB,134
1495,784d7e76854f,multi-om2m-mongo-db-1,1192.02%,448.5MiB / 15.32GiB,2.86%,738MB / 3.48GB,100MB / 482MB,134
1500,784d7e76854f,multi-om2m-mongo-db-1,1192.87%,448.6MiB / 15.32GiB,2.86%,738MB / 3.48GB,100MB / 484MB,134
1505,784d7e76854f,multi-om2m-mongo-db-1,1196.03%,448.6MiB / 15.32GiB,2.86%,738MB / 3.48GB,100MB / 484MB,134
1510,784d7e76854f,multi-om2m-mongo-db-1,1192.61%,448.6MiB / 15.32GiB,2.86%,738MB / 3.48GB,100MB / 484MB,134
1515,784d7e76854f,multi-om2m-mongo-db-1,1193.83%,449MiB / 15.32GiB,2.86%,739MB / 3.49GB,100MB / 484MB,134
1520,784d7e76854f,multi-om2m-mongo-db-1,1202.35%,449.4MiB / 15.32GiB,2.86%,739MB / 3.49GB,100MB / 484MB,134
1525,784d7e76854f,multi-om2m-mongo-db-1,1146.68%,449.4MiB / 15.32GiB,2.86%,739MB / 3.49GB,100MB / 484MB,134
1530,784d7e76854f,multi-om2m-mongo-db-1,1191.21%,449.5MiB / 15.32GiB,2.87%,739MB / 3.49GB,100MB / 485MB,134
1535,784d7e76854f,multi-om2m-mongo-db-1,1146.77%,449.5MiB / 15.32GiB,2.87%,740MB / 3.49GB,100MB / 485MB,134
1540,784d7e76854f,multi-om2m-mongo-db-1,1184.40%,449.5MiB / 15.32GiB,2.87%,740MB / 3.49GB,100MB / 485MB,134
1545,784d7e76854f,multi-om2m-mongo-db-1,1188.96%,450.1MiB / 15.32GiB,2.87%,740MB / 3.49GB,100MB / 486MB,134
1550,784d7e76854f,multi-om2m-mongo-db-1,1191.16%,450.1MiB / 15.32GiB,2.87%,740MB / 3.49GB,100MB / 486MB,134
1555,784d7e76854f,multi-om2m-mongo-db-1,1188.34%,450MiB / 15.32GiB,2.87%,740MB / 3.49GB,100MB / 487MB,134
1560,784d7e76854f,multi-om2m-mongo-db-1,1191.43%,450.2MiB / 15.32GiB,2.87%,741MB / 3.49GB,100MB / 487MB,134
1565,784d7e76854f,multi-om2m-mongo-db-1,1192.08%,450.2MiB / 15.32GiB,2.87%,741MB / 3.49GB,100MB / 487MB,134
1570,784d7e76854f,multi-om2m-mongo-db-1,1187.27%,450.3MiB / 15.32GiB,2.87%,741MB / 3.49GB,100MB / 487MB,134
1575,784d7e76854f,multi-om2m-mongo-db-1,1184.13%,450.2MiB / 15.32GiB,2.87%,741MB / 3.49GB,100MB / 487MB,134
1580,784d7e76854f,multi-om2m-mongo-db-1,1181.69%,450.2MiB / 15.32GiB,2.87%,741MB / 3.5GB,100MB / 487MB,134
1585,784d7e76854f,multi-om2m-mongo-db-1,1193.93%,450.4MiB / 15.32GiB,2.87%,742MB / 3.5GB,100MB / 487MB,134
1590,784d7e76854f,multi-om2m-mongo-db-1,1187.95%,450.7MiB / 15.32GiB,2.87%,742MB / 3.5GB,100MB / 489MB,134
1595,784d7e76854f,multi-om2m-mongo-db-1,1188.89%,450.8MiB / 15.32GiB,2.87%,742MB / 3.5GB,100MB / 489MB,134
1600,784d7e76854f,multi-om2m-mongo-db-1,1190.27%,450.7MiB / 15.32GiB,2.87%,742MB / 3.5GB,100MB / 489MB,134
1605,784d7e76854f,multi-om2m-mongo-db-1,1182.94%,450.8MiB / 15.32GiB,2.87%,742MB / 3.5GB,100MB / 489MB,134
1610,784d7e76854f,multi-om2m-mongo-db-1,1193.27%,451MiB / 15.32GiB,2.88%,743MB / 3.5GB,100MB / 489MB,134
1615,784d7e76854f,multi-om2m-mongo-db-1,1197.11%,451.1MiB / 15.32GiB,2.88%,743MB / 3.5GB,100MB / 489MB,134
1620,784d7e76854f,multi-om2m-mongo-db-1,1190.33%,451.3MiB / 15.32GiB,2.88%,743MB / 3.5GB,100MB / 490MB,134
1625,784d7e76854f,multi-om2m-mongo-db-1,1186.64%,451.5MiB / 15.32GiB,2.88%,743MB / 3.5GB,100MB / 490MB,134
1630,784d7e76854f,multi-om2m-mongo-db-1,1189.50%,451.3MiB / 15.32GiB,2.88%,743MB / 3.5GB,100MB / 490MB,134
1635,784d7e76854f,multi-om2m-mongo-db-1,1193.07%,451.5MiB / 15.32GiB,2.88%,744MB / 3.5GB,100MB / 491MB,134
1640,784d7e76854f,multi-om2m-mongo-db-1,1186.52%,451.5MiB / 15.32GiB,2.88%,744MB / 3.5GB,100MB / 491MB,134
1645,784d7e76854f,multi-om2m-mongo-db-1,1186.15%,451.5MiB / 15.32GiB,2.88%,744MB / 3.5GB,100MB / 492MB,134
1650,784d7e76854f,multi-om2m-mongo-db-1,1179.17%,451.5MiB / 15.32GiB,2.88%,744MB / 3.51GB,100MB / 492MB,134
1655,784d7e76854f,multi-om2m-mongo-db-1,1194.23%,451.5MiB / 15.32GiB,2.88%,745MB / 3.51GB,100MB / 492MB,134
1660,784d7e76854f,multi-om2m-mongo-db-1,1194.96%,451.7MiB / 15.32GiB,2.88%,745MB / 3.51GB,100MB / 492MB,134
1665,784d7e76854f,multi-om2m-mongo-db-1,1192.00%,451.9MiB / 15.32GiB,2.88%,745MB / 3.51GB,100MB / 492MB,134
1670,784d7e76854f,multi-om2m-mongo-db-1,1179.17%,451.8MiB / 15.32GiB,2.88%,745MB / 3.51GB,100MB / 492MB,134
1675,784d7e76854f,multi-om2m-mongo-db-1,1191.23%,451.9MiB / 15.32GiB,2.88%,745MB / 3.51GB,100MB / 492MB,134
1680,784d7e76854f,multi-om2m-mongo-db-1,1186.27%,452.1MiB / 15.32GiB,2.88%,746MB / 3.51GB,100MB / 494MB,134
1685,784d7e76854f,multi-om2m-mongo-db-1,1190.01%,452.2MiB / 15.32GiB,2.88%,746MB / 3.51GB,100MB / 494MB,134
1690,784d7e76854f,multi-om2m-mongo-db-1,1192.39%,452MiB / 15.32GiB,2.88%,746MB / 3.51GB,100MB / 494MB,134
1695,784d7e76854f,multi-om2m-mongo-db-1,1184.14%,452.1MiB / 15.32GiB,2.88%,746MB / 3.51GB,100MB / 494MB,134
1700,784d7e76854f,multi-om2m-mongo-db-1,1186.34%,452MiB / 15.32GiB,2.88%,746MB / 3.51GB,100MB / 494MB,134
1705,784d7e76854f,multi-om2m-mongo-db-1,1190.56%,452MiB / 15.32GiB,2.88%,747MB / 3.51GB,100MB / 494MB,134
1710,784d7e76854f,multi-om2m-mongo-db-1,1190.93%,452.1MiB / 15.32GiB,2.88%,747MB / 3.51GB,100MB / 494MB,134
1715,784d7e76854f,multi-om2m-mongo-db-1,1184.75%,452MiB / 15.32GiB,2.88%,747MB / 3.52GB,100MB / 494MB,134
1720,784d7e76854f,multi-om2m-mongo-db-1,1196.62%,452MiB / 15.32GiB,2.88%,747MB / 3.52GB,100MB / 495MB,134
1725,784d7e76854f,multi-om2m-mongo-db-1,1191.81%,452.2MiB / 15.32GiB,2.88%,747MB / 3.52GB,100MB / 496MB,134
1730,784d7e76854f,multi-om2m-mongo-db-1,1195.98%,452.3MiB / 15.32GiB,2.88%,748MB / 3.52GB,100MB / 496MB,134
1735,784d7e76854f,multi-om2m-mongo-db-1,1193.05%,452.5MiB / 15.32GiB,2.88%,748MB / 3.52GB,100MB / 496MB,134
1740,784d7e76854f,multi-om2m-mongo-db-1,1186.58%,452.4MiB / 15.32GiB,2.88%,748MB / 3.52GB,100MB / 496MB,134
1745,784d7e76854f,multi-om2m-mongo-db-1,1184.27%,452.4MiB / 15.32GiB,2.88%,748MB / 3.52GB,100MB / 497MB,134
1750,784d7e76854f,multi-om2m-mongo-db-1,1188.61%,452.5MiB / 15.32GiB,2.88%,748MB / 3.52GB,100MB / 497MB,134
1755,784d7e76854f,multi-om2m-mongo-db-1,1189.98%,452.8MiB / 15.32GiB,2.89%,749MB / 3.52GB,100MB / 497MB,134
1760,784d7e76854f,multi-om2m-mongo-db-1,1187.67%,452.5MiB / 15.32GiB,2.88%,749MB / 3.52GB,100MB / 497MB,134
1765,784d7e76854f,multi-om2m-mongo-db-1,1187.43%,452.7MiB / 15.32GiB,2.89%,749MB / 3.52GB,100MB / 497MB,134
1770,784d7e76854f,multi-om2m-mongo-db-1,1193.52%,453.3MiB / 15.32GiB,2.89%,749MB / 3.52GB,100MB / 499MB,134
1775,784d7e76854f,multi-om2m-mongo-db-1,1189.42%,453.1MiB / 15.32GiB,2.89%,750MB / 3.52GB,100MB / 499MB,134
1780,784d7e76854f,multi-om2m-mongo-db-1,1198.55%,453.3MiB / 15.32GiB,2.89%,750MB / 3.52GB,100MB / 499MB,134
1785,784d7e76854f,multi-om2m-mongo-db-1,1177.15%,453.3MiB / 15.32GiB,2.89%,750MB / 3.53GB,100MB / 499MB,134
1790,784d7e76854f,multi-om2m-mongo-db-1,1196.96%,453.2MiB / 15.32GiB,2.89%,750MB / 3.53GB,100MB / 499MB,134
1795,784d7e76854f,multi-om2m-mongo-db-1,1193.74%,453.4MiB / 15.32GiB,2.89%,750MB / 3.53GB,100MB / 499MB,134
1800,784d7e76854f,multi-om2m-mongo-db-1,1184.82%,453.4MiB / 15.32GiB,2.89%,751MB / 3.53GB,100MB / 500MB,134
1805,784d7e76854f,multi-om2m-mongo-db-1,1185.96%,453.4MiB / 15.32GiB,2.89%,751MB / 3.53GB,100MB / 500MB,134
1810,784d7e76854f,multi-om2m-mongo-db-1,1191.42%,453.6MiB / 15.32GiB,2.89%,751MB / 3.53GB,100MB / 500MB,134
1815,784d7e76854f,multi-om2m-mongo-db-1,1181.19%,453.5MiB / 15.32GiB,2.89%,751MB / 3.53GB,100MB / 501MB,134
1820,784d7e76854f,multi-om2m-mongo-db-1,1191.15%,453.5MiB / 15.32GiB,2.89%,751MB / 3.53GB,100MB / 501MB,134
1825,784d7e76854f,multi-om2m-mongo-db-1,1189.72%,453.5MiB / 15.32GiB,2.89%,752MB / 3.53GB,100MB / 501MB,134
1830,784d7e76854f,multi-om2m-mongo-db-1,1177.70%,453.7MiB / 15.32GiB,2.89%,752MB / 3.53GB,100MB / 502MB,134
1835,784d7e76854f,multi-om2m-mongo-db-1,1188.36%,453.6MiB / 15.32GiB,2.89%,752MB / 3.53GB,100MB / 502MB,134
1840,784d7e76854f,multi-om2m-mongo-db-1,1184.48%,453.7MiB / 15.32GiB,2.89%,752MB / 3.53GB,100MB / 502MB,134
1845,784d7e76854f,multi-om2m-mongo-db-1,1180.65%,453.8MiB / 15.32GiB,2.89%,752MB / 3.53GB,100MB / 502MB,134
1850,784d7e76854f,multi-om2m-mongo-db-1,1185.69%,453.8MiB / 15.32GiB,2.89%,753MB / 3.54GB,100MB / 502MB,134
1855,784d7e76854f,multi-om2m-mongo-db-1,1192.33%,453.8MiB / 15.32GiB,2.89%,753MB / 3.54GB,100MB / 502MB,134
1860,784d7e76854f,multi-om2m-mongo-db-1,1200.78%,454.2MiB / 15.32GiB,2.90%,753MB / 3.54GB,100MB / 504MB,134
1865,784d7e76854f,multi-om2m-mongo-db-1,1192.27%,454.3MiB / 15.32GiB,2.90%,753MB / 3.54GB,100MB / 504MB,134
1870,784d7e76854f,multi-om2m-mongo-db-1,1185.22%,454.7MiB / 15.32GiB,2.90%,753MB / 3.54GB,100MB / 504MB,134
1875,784d7e76854f,multi-om2m-mongo-db-1,1192.77%,454.3MiB / 15.32GiB,2.90%,754MB / 3.54GB,100MB / 504MB,134
1880,784d7e76854f,multi-om2m-mongo-db-1,1190.49%,454.4MiB / 15.32GiB,2.90%,754MB / 3.54GB,100MB / 504MB,134
1885,784d7e76854f,multi-om2m-mongo-db-1,1196.67%,454.4MiB / 15.32GiB,2.90%,754MB / 3.54GB,100MB / 504MB,134
1890,784d7e76854f,multi-om2m-mongo-db-1,1183.90%,454.3MiB / 15.32GiB,2.90%,754MB / 3.54GB,100MB / 504MB,134
1895,784d7e76854f,multi-om2m-mongo-db-1,1173.29%,454.5MiB / 15.32GiB,2.90%,754MB / 3.54GB,100MB / 505MB,134
